Driver,LapTime,Compound,TyreLife,Stint,TrackStatus,Race,LapNumber,FuelWeightEffect
NOR,87.344,MEDIUM,2.0,1.0,1,Australian Grand Prix,1,-0.03
NOR,86.863,MEDIUM,3.0,1.0,1,Australian Grand Prix,2,-0.06
NOR,85.857,MEDIUM,4.0,1.0,1,Australian Grand Prix,3,-0.09
NOR,85.573,MEDIUM,5.0,1.0,1,Australian Grand Prix,4,-0.12
NOR,85.036,MEDIUM,6.0,1.0,1,Australian Grand Prix,5,-0.15
NOR,84.978,MEDIUM,7.0,1.0,1,Australian Grand Prix,6,-0.18
NOR,85.299,MEDIUM,8.0,1.0,1,Australian Grand Prix,7,-0.21
NOR,85.639,MEDIUM,9.0,1.0,1,Australian Grand Prix,8,-0.24
NOR,85.295,MEDIUM,10.0,1.0,1,Australian Grand Prix,9,-0.27
NOR,84.233,HARD,3.0,2.0,1,Australian Grand Prix,10,-0.3
NOR,83.784,HARD,4.0,2.0,1,Australian Grand Prix,11,-0.32999999999999996
NOR,83.912,HARD,5.0,2.0,1,Australian Grand Prix,12,-0.36
NOR,84.053,HARD,6.0,2.0,1,Australian Grand Prix,13,-0.39
NOR,85.774,HARD,9.0,2.0,71,Australian Grand Prix,14,-0.42
NOR,83.972,HARD,10.0,2.0,1,Australian Grand Prix,15,-0.44999999999999996
NOR,83.687,HARD,11.0,2.0,1,Australian Grand Prix,16,-0.48
NOR,83.534,HARD,12.0,2.0,1,Australian Grand Prix,17,-0.51
NOR,83.394,HARD,13.0,2.0,1,Australian Grand Prix,18,-0.54
NOR,83.5,HARD,14.0,2.0,1,Australian Grand Prix,19,-0.57
NOR,83.403,HARD,15.0,2.0,1,Australian Grand Prix,20,-0.6
NOR,83.896,HARD,16.0,2.0,1,Australian Grand Prix,21,-0.63
NOR,84.04,HARD,17.0,2.0,1,Australian Grand Prix,22,-0.6599999999999999
NOR,84.08,HARD,18.0,2.0,1,Australian Grand Prix,23,-0.69
NOR,83.961,HARD,19.0,2.0,1,Australian Grand Prix,24,-0.72
NOR,84.094,HARD,20.0,2.0,1,Australian Grand Prix,25,-0.75
NOR,84.075,HARD,21.0,2.0,1,Australian Grand Prix,26,-0.78
NOR,84.79,HARD,22.0,2.0,1,Australian Grand Prix,27,-0.8099999999999999
NOR,83.324,MEDIUM,2.0,3.0,1,Australian Grand Prix,28,-0.84
NOR,83.448,MEDIUM,3.0,3.0,1,Australian Grand Prix,29,-0.87
NOR,83.423,MEDIUM,4.0,3.0,1,Australian Grand Prix,30,-0.8999999999999999
NOR,84.001,MEDIUM,5.0,3.0,1,Australian Grand Prix,31,-0.9299999999999999
NOR,83.397,MEDIUM,6.0,3.0,1,Australian Grand Prix,32,-0.96
NOR,83.762,MEDIUM,7.0,3.0,1,Australian Grand Prix,33,-0.99
NOR,83.347,MEDIUM,8.0,3.0,1,Australian Grand Prix,34,-1.02
NOR,83.286,MEDIUM,9.0,3.0,1,Australian Grand Prix,35,-1.05
NOR,83.192,MEDIUM,10.0,3.0,1,Australian Grand Prix,36,-1.08
NOR,82.886,MEDIUM,11.0,3.0,1,Australian Grand Prix,37,-1.1099999999999999
NOR,82.908,MEDIUM,12.0,3.0,1,Australian Grand Prix,38,-1.14
NOR,82.778,MEDIUM,13.0,3.0,1,Australian Grand Prix,39,-1.17
NOR,82.953,MEDIUM,14.0,3.0,1,Australian Grand Prix,40,-1.2
NOR,82.804,MEDIUM,15.0,3.0,1,Australian Grand Prix,41,-1.23
NOR,82.763,MEDIUM,16.0,3.0,1,Australian Grand Prix,42,-1.26
NOR,82.598,MEDIUM,17.0,3.0,1,Australian Grand Prix,43,-1.29
NOR,82.784,MEDIUM,18.0,3.0,1,Australian Grand Prix,44,-1.3199999999999998
NOR,82.358,MEDIUM,19.0,3.0,1,Australian Grand Prix,45,-1.3499999999999999
NOR,82.796,MEDIUM,20.0,3.0,1,Australian Grand Prix,46,-1.38
NOR,82.867,MEDIUM,21.0,3.0,1,Australian Grand Prix,47,-1.41
NOR,82.843,MEDIUM,22.0,3.0,1,Australian Grand Prix,48,-1.44
NOR,83.416,MEDIUM,23.0,3.0,1,Australian Grand Prix,49,-1.47
NOR,83.046,MEDIUM,24.0,3.0,1,Australian Grand Prix,50,-1.5
GAS,87.281,MEDIUM,2.0,1.0,1,Australian Grand Prix,1,-0.03
GAS,86.371,MEDIUM,3.0,1.0,1,Australian Grand Prix,2,-0.06
GAS,85.894,MEDIUM,4.0,1.0,1,Australian Grand Prix,3,-0.09
GAS,87.04,MEDIUM,5.0,1.0,1,Australian Grand Prix,4,-0.12
GAS,85.989,MEDIUM,6.0,1.0,1,Australian Grand Prix,5,-0.15
GAS,85.079,MEDIUM,7.0,1.0,1,Australian Grand Prix,6,-0.18
GAS,84.964,MEDIUM,8.0,1.0,1,Australian Grand Prix,7,-0.21
GAS,85.441,MEDIUM,9.0,1.0,1,Australian Grand Prix,8,-0.24
GAS,86.669,MEDIUM,10.0,1.0,1,Australian Grand Prix,9,-0.27
GAS,85.748,HARD,3.0,2.0,1,Australian Grand Prix,10,-0.3
GAS,84.823,HARD,4.0,2.0,1,Australian Grand Prix,11,-0.32999999999999996
GAS,84.69,HARD,5.0,2.0,1,Australian Grand Prix,12,-0.36
GAS,85.203,HARD,6.0,2.0,1,Australian Grand Prix,13,-0.39
GAS,86.578,HARD,9.0,2.0,1,Australian Grand Prix,14,-0.42
GAS,85.678,HARD,10.0,2.0,1,Australian Grand Prix,15,-0.44999999999999996
GAS,84.586,HARD,11.0,2.0,1,Australian Grand Prix,16,-0.48
GAS,84.499,HARD,12.0,2.0,1,Australian Grand Prix,17,-0.51
GAS,84.852,HARD,13.0,2.0,1,Australian Grand Prix,18,-0.54
GAS,84.54,HARD,14.0,2.0,1,Australian Grand Prix,19,-0.57
GAS,84.771,HARD,15.0,2.0,1,Australian Grand Prix,20,-0.6
GAS,84.661,HARD,16.0,2.0,1,Australian Grand Prix,21,-0.63
GAS,84.795,HARD,17.0,2.0,1,Australian Grand Prix,22,-0.6599999999999999
GAS,85.096,HARD,18.0,2.0,1,Australian Grand Prix,23,-0.69
GAS,85.242,HARD,19.0,2.0,1,Australian Grand Prix,24,-0.72
GAS,85.271,HARD,20.0,2.0,1,Australian Grand Prix,25,-0.75
GAS,85.202,HARD,21.0,2.0,1,Australian Grand Prix,26,-0.78
GAS,85.029,HARD,24.0,2.0,1,Australian Grand Prix,27,-0.8099999999999999
GAS,85.177,HARD,25.0,2.0,1,Australian Grand Prix,28,-0.84
GAS,86.333,HARD,26.0,2.0,1,Australian Grand Prix,29,-0.87
GAS,86.094,HARD,27.0,2.0,1,Australian Grand Prix,30,-0.8999999999999999
GAS,85.265,HARD,28.0,2.0,1,Australian Grand Prix,31,-0.9299999999999999
GAS,86.132,HARD,29.0,2.0,1,Australian Grand Prix,32,-0.96
GAS,85.319,HARD,30.0,2.0,1,Australian Grand Prix,33,-0.99
GAS,84.879,HARD,31.0,2.0,1,Australian Grand Prix,34,-1.02
GAS,84.977,HARD,32.0,2.0,1,Australian Grand Prix,35,-1.05
GAS,85.028,HARD,33.0,2.0,1,Australian Grand Prix,36,-1.08
GAS,87.175,HARD,34.0,2.0,1,Australian Grand Prix,37,-1.1099999999999999
GAS,85.353,HARD,35.0,2.0,1,Australian Grand Prix,38,-1.14
GAS,86.497,HARD,36.0,2.0,1,Australian Grand Prix,39,-1.17
GAS,84.982,HARD,37.0,2.0,1,Australian Grand Prix,40,-1.2
GAS,85.281,HARD,38.0,2.0,1,Australian Grand Prix,41,-1.23
GAS,84.927,HARD,39.0,2.0,1,Australian Grand Prix,42,-1.26
GAS,86.46,HARD,40.0,2.0,1,Australian Grand Prix,43,-1.29
GAS,86.527,HARD,41.0,2.0,1,Australian Grand Prix,44,-1.3199999999999998
GAS,84.79,HARD,42.0,2.0,1,Australian Grand Prix,45,-1.3499999999999999
GAS,84.52,HARD,43.0,2.0,1,Australian Grand Prix,46,-1.38
GAS,84.595,HARD,44.0,2.0,1,Australian Grand Prix,47,-1.41
GAS,84.486,HARD,45.0,2.0,1,Australian Grand Prix,48,-1.44
GAS,84.837,HARD,46.0,2.0,1,Australian Grand Prix,49,-1.47
PER,87.222,MEDIUM,4.0,1.0,1,Australian Grand Prix,1,-0.03
PER,87.595,MEDIUM,6.0,1.0,1,Australian Grand Prix,2,-0.06
PER,87.625,MEDIUM,7.0,1.0,1,Australian Grand Prix,3,-0.09
PER,87.184,MEDIUM,8.0,1.0,1,Australian Grand Prix,4,-0.12
PER,87.05,MEDIUM,9.0,1.0,1,Australian Grand Prix,5,-0.15
PER,87.595,MEDIUM,10.0,1.0,1,Australian Grand Prix,6,-0.18
PER,87.084,MEDIUM,14.0,1.0,1,Australian Grand Prix,7,-0.21
PER,86.49,HARD,2.0,2.0,1,Australian Grand Prix,8,-0.24
PER,87.262,HARD,3.0,2.0,1,Australian Grand Prix,9,-0.27
PER,87.457,HARD,5.0,2.0,1,Australian Grand Prix,10,-0.3
PER,87.093,HARD,7.0,2.0,1,Australian Grand Prix,11,-0.32999999999999996
PER,86.934,HARD,11.0,2.0,1,Australian Grand Prix,12,-0.36
PER,87.419,HARD,12.0,2.0,1,Australian Grand Prix,13,-0.39
PER,87.151,HARD,16.0,2.0,1,Australian Grand Prix,14,-0.42
PER,87.081,HARD,19.0,2.0,1,Australian Grand Prix,15,-0.44999999999999996
PER,86.93,HARD,20.0,2.0,1,Australian Grand Prix,16,-0.48
PER,87.099,HARD,21.0,2.0,1,Australian Grand Prix,17,-0.51
PER,86.314,SOFT,2.0,3.0,1,Australian Grand Prix,18,-0.54
PER,86.07,SOFT,4.0,3.0,1,Australian Grand Prix,19,-0.57
PER,86.151,SOFT,5.0,3.0,1,Australian Grand Prix,20,-0.6
PER,86.21,SOFT,6.0,3.0,1,Australian Grand Prix,21,-0.63
PER,86.085,SOFT,7.0,3.0,1,Australian Grand Prix,22,-0.6599999999999999
PER,86.2,SOFT,8.0,3.0,1,Australian Grand Prix,23,-0.69
PER,86.412,SOFT,9.0,3.0,1,Australian Grand Prix,24,-0.72
PER,86.13,SOFT,10.0,3.0,1,Australian Grand Prix,25,-0.75
ANT,87.129,MEDIUM,2.0,1.0,1,Australian Grand Prix,1,-0.03
ANT,85.463,MEDIUM,3.0,1.0,1,Australian Grand Prix,2,-0.06
ANT,85.411,MEDIUM,4.0,1.0,1,Australian Grand Prix,3,-0.09
ANT,84.499,MEDIUM,5.0,1.0,1,Australian Grand Prix,4,-0.12
ANT,84.024,MEDIUM,6.0,1.0,1,Australian Grand Prix,5,-0.15
ANT,83.835,MEDIUM,7.0,1.0,1,Australian Grand Prix,6,-0.18
ANT,83.683,MEDIUM,8.0,1.0,1,Australian Grand Prix,7,-0.21
ANT,83.908,MEDIUM,9.0,1.0,1,Australian Grand Prix,8,-0.24
ANT,84.037,MEDIUM,10.0,1.0,1,Australian Grand Prix,9,-0.27
ANT,83.89,MEDIUM,11.0,1.0,16,Australian Grand Prix,10,-0.3
ANT,86.679,HARD,2.0,2.0,71,Australian Grand Prix,11,-0.32999999999999996
ANT,83.287,HARD,3.0,2.0,1,Australian Grand Prix,12,-0.36
ANT,83.618,HARD,4.0,2.0,1,Australian Grand Prix,13,-0.39
ANT,83.26,HARD,5.0,2.0,1,Australian Grand Prix,14,-0.42
ANT,82.781,HARD,9.0,2.0,1,Australian Grand Prix,15,-0.44999999999999996
ANT,82.862,HARD,10.0,2.0,1,Australian Grand Prix,16,-0.48
ANT,82.582,HARD,11.0,2.0,1,Australian Grand Prix,17,-0.51
ANT,83.222,HARD,12.0,2.0,1,Australian Grand Prix,18,-0.54
ANT,84.545,HARD,13.0,2.0,1,Australian Grand Prix,19,-0.57
ANT,83.138,HARD,14.0,2.0,1,Australian Grand Prix,20,-0.6
ANT,83.103,HARD,15.0,2.0,1,Australian Grand Prix,21,-0.63
ANT,83.03,HARD,16.0,2.0,1,Australian Grand Prix,22,-0.6599999999999999
ANT,82.968,HARD,17.0,2.0,1,Australian Grand Prix,23,-0.69
ANT,82.889,HARD,18.0,2.0,1,Australian Grand Prix,24,-0.72
ANT,82.88,HARD,19.0,2.0,1,Australian Grand Prix,25,-0.75
ANT,83.239,HARD,20.0,2.0,1,Australian Grand Prix,26,-0.78
ANT,83.017,HARD,21.0,2.0,1,Australian Grand Prix,27,-0.8099999999999999
ANT,83.292,HARD,23.0,2.0,1,Australian Grand Prix,28,-0.84
ANT,82.865,HARD,24.0,2.0,1,Australian Grand Prix,29,-0.87
ANT,82.966,HARD,25.0,2.0,1,Australian Grand Prix,30,-0.8999999999999999
ANT,82.989,HARD,26.0,2.0,1,Australian Grand Prix,31,-0.9299999999999999
ANT,82.921,HARD,27.0,2.0,1,Australian Grand Prix,32,-0.96
ANT,82.672,HARD,28.0,2.0,1,Australian Grand Prix,33,-0.99
ANT,82.928,HARD,29.0,2.0,1,Australian Grand Prix,34,-1.02
ANT,82.942,HARD,30.0,2.0,1,Australian Grand Prix,35,-1.05
ANT,83.015,HARD,31.0,2.0,1,Australian Grand Prix,36,-1.08
ANT,83.079,HARD,32.0,2.0,1,Australian Grand Prix,37,-1.1099999999999999
ANT,83.123,HARD,33.0,2.0,1,Australian Grand Prix,38,-1.14
ANT,83.038,HARD,34.0,2.0,1,Australian Grand Prix,39,-1.17
ANT,83.066,HARD,35.0,2.0,1,Australian Grand Prix,40,-1.2
ANT,82.992,HARD,36.0,2.0,1,Australian Grand Prix,41,-1.23
ANT,83.245,HARD,37.0,2.0,1,Australian Grand Prix,42,-1.26
ANT,82.903,HARD,38.0,2.0,1,Australian Grand Prix,43,-1.29
ANT,82.625,HARD,39.0,2.0,1,Australian Grand Prix,44,-1.3199999999999998
ANT,82.558,HARD,40.0,2.0,1,Australian Grand Prix,45,-1.3499999999999999
ANT,82.613,HARD,41.0,2.0,1,Australian Grand Prix,46,-1.38
ANT,82.842,HARD,42.0,2.0,1,Australian Grand Prix,47,-1.41
ANT,82.928,HARD,43.0,2.0,1,Australian Grand Prix,48,-1.44
ANT,82.603,HARD,44.0,2.0,1,Australian Grand Prix,49,-1.47
ANT,82.417,HARD,45.0,2.0,1,Australian Grand Prix,50,-1.5
ANT,82.653,HARD,46.0,2.0,1,Australian Grand Prix,51,-1.53
ALO,87.598,SOFT,2.0,1.0,1,Australian Grand Prix,1,-0.03
ALO,87.424,SOFT,4.0,1.0,1,Australian Grand Prix,2,-0.06
ALO,86.792,SOFT,8.0,1.0,1,Australian Grand Prix,3,-0.09
ALO,87.04,SOFT,9.0,1.0,1,Australian Grand Prix,4,-0.12
ALO,87.475,SOFT,10.0,1.0,1,Australian Grand Prix,5,-0.15
ALO,85.713,SOFT,4.0,3.0,1,Australian Grand Prix,6,-0.18
ALO,86.131,SOFT,5.0,3.0,1,Australian Grand Prix,7,-0.21
ALO,86.376,SOFT,6.0,3.0,1,Australian Grand Prix,8,-0.24
ALO,85.908,SOFT,7.0,3.0,1,Australian Grand Prix,9,-0.27
ALO,86.641,SOFT,9.0,3.0,1,Australian Grand Prix,10,-0.3
LEC,86.212,MEDIUM,2.0,1.0,1,Australian Grand Prix,1,-0.03
LEC,85.453,MEDIUM,3.0,1.0,1,Australian Grand Prix,2,-0.06
LEC,84.553,MEDIUM,4.0,1.0,1,Australian Grand Prix,3,-0.09
LEC,83.981,MEDIUM,5.0,1.0,1,Australian Grand Prix,4,-0.12
LEC,84.822,MEDIUM,6.0,1.0,1,Australian Grand Prix,5,-0.15
LEC,84.034,MEDIUM,7.0,1.0,1,Australian Grand Prix,6,-0.18
LEC,85.563,MEDIUM,8.0,1.0,1,Australian Grand Prix,7,-0.21
LEC,85.602,MEDIUM,9.0,1.0,1,Australian Grand Prix,8,-0.24
LEC,83.977,MEDIUM,10.0,1.0,1,Australian Grand Prix,9,-0.27
LEC,83.798,MEDIUM,11.0,1.0,1,Australian Grand Prix,10,-0.3
LEC,83.765,MEDIUM,15.0,1.0,1,Australian Grand Prix,11,-0.32999999999999996
LEC,83.511,MEDIUM,16.0,1.0,1,Australian Grand Prix,12,-0.36
LEC,84.356,MEDIUM,17.0,1.0,1,Australian Grand Prix,13,-0.39
LEC,83.322,MEDIUM,21.0,1.0,1,Australian Grand Prix,14,-0.42
LEC,83.416,MEDIUM,22.0,1.0,1,Australian Grand Prix,15,-0.44999999999999996
LEC,83.476,MEDIUM,23.0,1.0,1,Australian Grand Prix,16,-0.48
LEC,83.66,MEDIUM,24.0,1.0,1,Australian Grand Prix,17,-0.51
LEC,83.106,HARD,2.0,2.0,1,Australian Grand Prix,18,-0.54
LEC,83.089,HARD,3.0,2.0,1,Australian Grand Prix,19,-0.57
LEC,82.987,HARD,4.0,2.0,1,Australian Grand Prix,20,-0.6
LEC,83.026,HARD,5.0,2.0,1,Australian Grand Prix,21,-0.63
LEC,82.934,HARD,6.0,2.0,1,Australian Grand Prix,22,-0.6599999999999999
LEC,82.947,HARD,7.0,2.0,1,Australian Grand Prix,23,-0.69
LEC,83.174,HARD,8.0,2.0,1,Australian Grand Prix,24,-0.72
LEC,83.542,HARD,10.0,2.0,1,Australian Grand Prix,25,-0.75
LEC,84.376,HARD,11.0,2.0,1,Australian Grand Prix,26,-0.78
LEC,83.236,HARD,12.0,2.0,1,Australian Grand Prix,27,-0.8099999999999999
LEC,82.579,HARD,13.0,2.0,1,Australian Grand Prix,28,-0.84
LEC,82.728,HARD,14.0,2.0,1,Australian Grand Prix,29,-0.87
LEC,82.93,HARD,15.0,2.0,1,Australian Grand Prix,30,-0.8999999999999999
LEC,82.995,HARD,16.0,2.0,1,Australian Grand Prix,31,-0.9299999999999999
LEC,82.846,HARD,17.0,2.0,1,Australian Grand Prix,32,-0.96
LEC,82.75,HARD,18.0,2.0,1,Australian Grand Prix,33,-0.99
LEC,83.094,HARD,19.0,2.0,1,Australian Grand Prix,34,-1.02
LEC,83.16,HARD,20.0,2.0,1,Australian Grand Prix,35,-1.05
LEC,82.894,HARD,21.0,2.0,1,Australian Grand Prix,36,-1.08
LEC,82.952,HARD,22.0,2.0,1,Australian Grand Prix,37,-1.1099999999999999
LEC,82.899,HARD,23.0,2.0,1,Australian Grand Prix,38,-1.14
LEC,83.364,HARD,24.0,2.0,1,Australian Grand Prix,39,-1.17
LEC,83.2,HARD,25.0,2.0,1,Australian Grand Prix,40,-1.2
LEC,82.989,HARD,26.0,2.0,1,Australian Grand Prix,41,-1.23
LEC,83.049,HARD,27.0,2.0,1,Australian Grand Prix,42,-1.26
LEC,83.014,HARD,28.0,2.0,1,Australian Grand Prix,43,-1.29
LEC,83.045,HARD,29.0,2.0,1,Australian Grand Prix,44,-1.3199999999999998
LEC,82.825,HARD,30.0,2.0,1,Australian Grand Prix,45,-1.3499999999999999
LEC,82.965,HARD,31.0,2.0,1,Australian Grand Prix,46,-1.38
LEC,83.098,HARD,32.0,2.0,1,Australian Grand Prix,47,-1.41
LEC,83.317,HARD,33.0,2.0,1,Australian Grand Prix,48,-1.44
STR,87.644,MEDIUM,8.0,1.0,1,Australian Grand Prix,1,-0.03
STR,87.614,MEDIUM,10.0,1.0,1,Australian Grand Prix,2,-0.06
STR,87.008,HARD,3.0,2.0,1,Australian Grand Prix,3,-0.09
STR,86.872,HARD,4.0,2.0,1,Australian Grand Prix,4,-0.12
STR,87.37,HARD,5.0,2.0,1,Australian Grand Prix,5,-0.15
STR,87.48,HARD,11.0,2.0,1,Australian Grand Prix,6,-0.18
STR,87.511,HARD,12.0,2.0,1,Australian Grand Prix,7,-0.21
STR,87.122,HARD,13.0,2.0,1,Australian Grand Prix,8,-0.24
STR,86.074,SOFT,2.0,3.0,1,Australian Grand Prix,9,-0.27
STR,86.064,SOFT,3.0,3.0,1,Australian Grand Prix,10,-0.3
STR,87.416,SOFT,4.0,3.0,1,Australian Grand Prix,11,-0.32999999999999996
STR,86.387,SOFT,5.0,3.0,1,Australian Grand Prix,12,-0.36
STR,86.528,SOFT,7.0,3.0,1,Australian Grand Prix,13,-0.39
STR,85.41,SOFT,2.0,4.0,1,Australian Grand Prix,14,-0.42
STR,86.32,SOFT,3.0,4.0,1,Australian Grand Prix,15,-0.44999999999999996
STR,86.37,SOFT,4.0,4.0,1,Australian Grand Prix,16,-0.48
STR,85.444,SOFT,2.0,5.0,1,Australian Grand Prix,17,-0.51
STR,85.707,SOFT,3.0,5.0,1,Australian Grand Prix,18,-0.54
STR,85.919,SOFT,4.0,5.0,1,Australian Grand Prix,19,-0.57
ALB,87.78,MEDIUM,2.0,1.0,1,Australian Grand Prix,1,-0.03
ALB,87.512,MEDIUM,3.0,1.0,1,Australian Grand Prix,2,-0.06
ALB,87.176,MEDIUM,5.0,1.0,1,Australian Grand Prix,3,-0.09
ALB,86.436,MEDIUM,6.0,1.0,1,Australian Grand Prix,4,-0.12
ALB,85.688,MEDIUM,7.0,1.0,1,Australian Grand Prix,5,-0.15
ALB,85.558,MEDIUM,8.0,1.0,1,Australian Grand Prix,6,-0.18
ALB,85.728,MEDIUM,9.0,1.0,1,Australian Grand Prix,7,-0.21
ALB,86.03,MEDIUM,10.0,1.0,1,Australian Grand Prix,8,-0.24
ALB,85.379,HARD,2.0,2.0,1,Australian Grand Prix,9,-0.27
ALB,85.035,HARD,3.0,2.0,1,Australian Grand Prix,10,-0.3
ALB,85.662,HARD,5.0,2.0,1,Australian Grand Prix,11,-0.32999999999999996
ALB,85.041,HARD,8.0,2.0,1,Australian Grand Prix,12,-0.36
ALB,85.065,HARD,9.0,2.0,1,Australian Grand Prix,13,-0.39
ALB,85.297,HARD,10.0,2.0,1,Australian Grand Prix,14,-0.42
ALB,85.258,HARD,11.0,2.0,1,Australian Grand Prix,15,-0.44999999999999996
ALB,85.334,HARD,12.0,2.0,1,Australian Grand Prix,16,-0.48
ALB,85.569,HARD,13.0,2.0,1,Australian Grand Prix,17,-0.51
ALB,85.782,HARD,14.0,2.0,1,Australian Grand Prix,18,-0.54
ALB,85.734,HARD,15.0,2.0,1,Australian Grand Prix,19,-0.57
ALB,86.642,HARD,16.0,2.0,1,Australian Grand Prix,20,-0.6
ALB,86.614,HARD,17.0,2.0,1,Australian Grand Prix,21,-0.63
ALB,86.472,HARD,18.0,2.0,1,Australian Grand Prix,22,-0.6599999999999999
ALB,86.523,HARD,19.0,2.0,1,Australian Grand Prix,23,-0.69
ALB,86.459,HARD,20.0,2.0,1,Australian Grand Prix,24,-0.72
ALB,84.446,SOFT,2.0,3.0,1,Australian Grand Prix,25,-0.75
ALB,84.375,SOFT,3.0,3.0,1,Australian Grand Prix,26,-0.78
ALB,85.052,SOFT,4.0,3.0,1,Australian Grand Prix,27,-0.8099999999999999
ALB,86.338,SOFT,5.0,3.0,1,Australian Grand Prix,28,-0.84
ALB,84.858,SOFT,6.0,3.0,1,Australian Grand Prix,29,-0.87
ALB,86.672,SOFT,7.0,3.0,1,Australian Grand Prix,30,-0.8999999999999999
ALB,84.876,SOFT,8.0,3.0,1,Australian Grand Prix,31,-0.9299999999999999
ALB,84.858,SOFT,9.0,3.0,1,Australian Grand Prix,32,-0.96
ALB,84.956,SOFT,10.0,3.0,1,Australian Grand Prix,33,-0.99
ALB,84.841,SOFT,11.0,3.0,1,Australian Grand Prix,34,-1.02
ALB,84.702,SOFT,12.0,3.0,1,Australian Grand Prix,35,-1.05
ALB,84.777,SOFT,13.0,3.0,1,Australian Grand Prix,36,-1.08
ALB,84.815,SOFT,14.0,3.0,1,Australian Grand Prix,37,-1.1099999999999999
ALB,84.773,SOFT,15.0,3.0,1,Australian Grand Prix,38,-1.14
ALB,84.785,SOFT,16.0,3.0,1,Australian Grand Prix,39,-1.17
ALB,84.856,SOFT,17.0,3.0,1,Australian Grand Prix,40,-1.2
ALB,84.749,SOFT,18.0,3.0,1,Australian Grand Prix,41,-1.23
ALB,84.764,SOFT,19.0,3.0,1,Australian Grand Prix,42,-1.26
ALB,85.019,SOFT,20.0,3.0,1,Australian Grand Prix,43,-1.29
ALB,84.861,SOFT,21.0,3.0,1,Australian Grand Prix,44,-1.3199999999999998
ALB,84.995,SOFT,22.0,3.0,1,Australian Grand Prix,45,-1.3499999999999999
ALB,86.387,SOFT,23.0,3.0,1,Australian Grand Prix,46,-1.38
ALB,86.268,SOFT,24.0,3.0,1,Australian Grand Prix,47,-1.41
VER,86.828,HARD,2.0,1.0,1,Australian Grand Prix,1,-0.03
VER,87.096,HARD,3.0,1.0,1,Australian Grand Prix,2,-0.06
VER,86.571,HARD,4.0,1.0,1,Australian Grand Prix,3,-0.09
VER,84.879,HARD,5.0,1.0,1,Australian Grand Prix,4,-0.12
VER,84.968,HARD,6.0,1.0,1,Australian Grand Prix,5,-0.15
VER,85.384,HARD,7.0,1.0,1,Australian Grand Prix,6,-0.18
VER,84.707,HARD,8.0,1.0,1,Australian Grand Prix,7,-0.21
VER,85.071,HARD,9.0,1.0,1,Australian Grand Prix,8,-0.24
VER,85.133,HARD,10.0,1.0,1,Australian Grand Prix,9,-0.27
VER,86.13,HARD,14.0,1.0,71,Australian Grand Prix,10,-0.3
VER,84.098,HARD,15.0,1.0,1,Australian Grand Prix,11,-0.32999999999999996
VER,84.606,HARD,16.0,1.0,1,Australian Grand Prix,12,-0.36
VER,84.757,HARD,17.0,1.0,1,Australian Grand Prix,13,-0.39
VER,83.566,MEDIUM,2.0,2.0,1,Australian Grand Prix,14,-0.42
VER,83.536,MEDIUM,3.0,2.0,1,Australian Grand Prix,15,-0.44999999999999996
VER,83.458,MEDIUM,4.0,2.0,1,Australian Grand Prix,16,-0.48
VER,83.516,MEDIUM,5.0,2.0,1,Australian Grand Prix,17,-0.51
VER,83.472,MEDIUM,6.0,2.0,1,Australian Grand Prix,18,-0.54
VER,83.554,MEDIUM,7.0,2.0,1,Australian Grand Prix,19,-0.57
VER,83.363,MEDIUM,8.0,2.0,1,Australian Grand Prix,20,-0.6
VER,83.74,MEDIUM,9.0,2.0,1,Australian Grand Prix,21,-0.63
VER,83.463,MEDIUM,10.0,2.0,1,Australian Grand Prix,22,-0.6599999999999999
VER,83.439,MEDIUM,11.0,2.0,1,Australian Grand Prix,23,-0.69
VER,83.39,MEDIUM,12.0,2.0,1,Australian Grand Prix,24,-0.72
VER,83.51,MEDIUM,13.0,2.0,1,Australian Grand Prix,25,-0.75
VER,83.587,MEDIUM,14.0,2.0,1,Australian Grand Prix,26,-0.78
VER,83.93,MEDIUM,15.0,2.0,1,Australian Grand Prix,27,-0.8099999999999999
VER,84.556,MEDIUM,17.0,2.0,1,Australian Grand Prix,28,-0.84
VER,83.967,MEDIUM,18.0,2.0,1,Australian Grand Prix,29,-0.87
VER,83.675,MEDIUM,19.0,2.0,1,Australian Grand Prix,30,-0.8999999999999999
VER,83.912,MEDIUM,20.0,2.0,1,Australian Grand Prix,31,-0.9299999999999999
VER,83.715,MEDIUM,21.0,2.0,1,Australian Grand Prix,32,-0.96
VER,84.595,MEDIUM,22.0,2.0,1,Australian Grand Prix,33,-0.99
VER,82.091,HARD,2.0,3.0,1,Australian Grand Prix,34,-1.02
VER,82.52,HARD,3.0,3.0,1,Australian Grand Prix,35,-1.05
VER,82.453,HARD,4.0,3.0,1,Australian Grand Prix,36,-1.08
VER,82.81,HARD,5.0,3.0,1,Australian Grand Prix,37,-1.1099999999999999
VER,82.489,HARD,6.0,3.0,1,Australian Grand Prix,38,-1.14
VER,82.906,HARD,7.0,3.0,1,Australian Grand Prix,39,-1.17
VER,82.939,HARD,8.0,3.0,1,Australian Grand Prix,40,-1.2
VER,82.738,HARD,9.0,3.0,1,Australian Grand Prix,41,-1.23
VER,82.69,HARD,10.0,3.0,1,Australian Grand Prix,42,-1.26
VER,82.683,HARD,11.0,3.0,1,Australian Grand Prix,43,-1.29
VER,83.109,HARD,12.0,3.0,1,Australian Grand Prix,44,-1.3199999999999998
