Driver,LapTime,Compound,TyreLife,Stint,TrackStatus,Race,LapNumber,FuelWeightEffect
BOR,96.613,MEDIUM,8.0,1.0,1,Japanese Grand Prix,6,-0.18
BOR,96.233,MEDIUM,9.0,1.0,1,Japanese Grand Prix,7,-0.21
BOR,96.263,MEDIUM,10.0,1.0,1,Japanese Grand Prix,8,-0.24
BOR,96.814,MEDIUM,11.0,1.0,1,Japanese Grand Prix,9,-0.27
BOR,96.742,MEDIUM,12.0,1.0,1,Japanese Grand Prix,10,-0.3
BOR,97.393,MEDIUM,13.0,1.0,1,Japanese Grand Prix,11,-0.32999999999999996
BOR,96.882,MEDIUM,14.0,1.0,1,Japanese Grand Prix,12,-0.36
BOR,96.508,MEDIUM,15.0,1.0,1,Japanese Grand Prix,13,-0.39
BOR,97.257,MEDIUM,16.0,1.0,1,Japanese Grand Prix,14,-0.42
BOR,96.844,MEDIUM,17.0,1.0,1,Japanese Grand Prix,15,-0.44999999999999996
BOR,96.582,MEDIUM,18.0,1.0,1,Japanese Grand Prix,16,-0.48
BOR,96.561,MEDIUM,19.0,1.0,1,Japanese Grand Prix,17,-0.51
BOR,96.022,MEDIUM,20.0,1.0,1,Japanese Grand Prix,18,-0.54
BOR,95.825,MEDIUM,21.0,1.0,12,Japanese Grand Prix,19,-0.57
BOR,96.907,HARD,6.0,2.0,1,Japanese Grand Prix,20,-0.6
BOR,96.612,HARD,7.0,2.0,1,Japanese Grand Prix,21,-0.63
BOR,95.524,HARD,8.0,2.0,1,Japanese Grand Prix,22,-0.6599999999999999
BOR,95.18,HARD,9.0,2.0,1,Japanese Grand Prix,23,-0.69
BOR,94.993,HARD,10.0,2.0,1,Japanese Grand Prix,24,-0.72
BOR,94.891,HARD,11.0,2.0,1,Japanese Grand Prix,25,-0.75
BOR,95.093,HARD,12.0,2.0,1,Japanese Grand Prix,26,-0.78
BOR,95.767,HARD,13.0,2.0,1,Japanese Grand Prix,27,-0.8099999999999999
BOR,95.476,HARD,14.0,2.0,1,Japanese Grand Prix,28,-0.84
BOR,95.043,HARD,15.0,2.0,1,Japanese Grand Prix,29,-0.87
BOR,95.887,HARD,16.0,2.0,1,Japanese Grand Prix,30,-0.8999999999999999
BOR,94.641,HARD,17.0,2.0,1,Japanese Grand Prix,31,-0.9299999999999999
BOR,94.164,HARD,18.0,2.0,1,Japanese Grand Prix,32,-0.96
BOR,94.664,HARD,19.0,2.0,1,Japanese Grand Prix,33,-0.99
BOR,95.021,HARD,20.0,2.0,1,Japanese Grand Prix,34,-1.02
BOR,95.143,HARD,21.0,2.0,1,Japanese Grand Prix,35,-1.05
BOR,95.013,HARD,22.0,2.0,1,Japanese Grand Prix,36,-1.08
BOR,94.894,HARD,23.0,2.0,1,Japanese Grand Prix,37,-1.1099999999999999
BOR,94.786,HARD,24.0,2.0,1,Japanese Grand Prix,38,-1.14
BOR,94.722,HARD,25.0,2.0,1,Japanese Grand Prix,39,-1.17
BOR,94.278,HARD,26.0,2.0,1,Japanese Grand Prix,40,-1.2
BOR,95.055,HARD,27.0,2.0,1,Japanese Grand Prix,41,-1.23
BOR,94.586,HARD,28.0,2.0,1,Japanese Grand Prix,42,-1.26
BOR,94.33,HARD,29.0,2.0,1,Japanese Grand Prix,43,-1.29
BOR,95.002,HARD,30.0,2.0,1,Japanese Grand Prix,44,-1.3199999999999998
BOR,95.123,HARD,31.0,2.0,1,Japanese Grand Prix,45,-1.3499999999999999
SAI,97.798,MEDIUM,2.0,1.0,1,Japanese Grand Prix,1,-0.03
SAI,97.881,MEDIUM,3.0,1.0,1,Japanese Grand Prix,2,-0.06
SAI,97.39,MEDIUM,4.0,1.0,1,Japanese Grand Prix,3,-0.09
SAI,96.72,MEDIUM,5.0,1.0,1,Japanese Grand Prix,4,-0.12
SAI,97.683,MEDIUM,6.0,1.0,1,Japanese Grand Prix,5,-0.15
SAI,97.362,MEDIUM,7.0,1.0,1,Japanese Grand Prix,6,-0.18
SAI,96.893,MEDIUM,8.0,1.0,1,Japanese Grand Prix,7,-0.21
SAI,96.848,MEDIUM,9.0,1.0,1,Japanese Grand Prix,8,-0.24
SAI,96.761,MEDIUM,10.0,1.0,1,Japanese Grand Prix,9,-0.27
SAI,96.489,MEDIUM,11.0,1.0,1,Japanese Grand Prix,10,-0.3
SAI,97.374,MEDIUM,12.0,1.0,1,Japanese Grand Prix,11,-0.32999999999999996
SAI,96.893,MEDIUM,13.0,1.0,1,Japanese Grand Prix,12,-0.36
SAI,97.031,MEDIUM,14.0,1.0,1,Japanese Grand Prix,13,-0.39
SAI,97.747,MEDIUM,15.0,1.0,1,Japanese Grand Prix,14,-0.42
SAI,96.557,MEDIUM,16.0,1.0,1,Japanese Grand Prix,15,-0.44999999999999996
SAI,96.914,MEDIUM,17.0,1.0,1,Japanese Grand Prix,16,-0.48
SAI,96.768,MEDIUM,18.0,1.0,1,Japanese Grand Prix,17,-0.51
SAI,96.593,MEDIUM,19.0,1.0,1,Japanese Grand Prix,18,-0.54
SAI,96.46,MEDIUM,20.0,1.0,1,Japanese Grand Prix,19,-0.57
SAI,96.49,MEDIUM,21.0,1.0,12,Japanese Grand Prix,20,-0.6
SAI,96.533,HARD,6.0,2.0,1,Japanese Grand Prix,21,-0.63
SAI,96.427,HARD,7.0,2.0,1,Japanese Grand Prix,22,-0.6599999999999999
SAI,96.134,HARD,8.0,2.0,1,Japanese Grand Prix,23,-0.69
SAI,96.121,HARD,9.0,2.0,1,Japanese Grand Prix,24,-0.72
SAI,95.583,HARD,10.0,2.0,1,Japanese Grand Prix,25,-0.75
SAI,95.094,HARD,11.0,2.0,1,Japanese Grand Prix,26,-0.78
SAI,95.138,HARD,12.0,2.0,1,Japanese Grand Prix,27,-0.8099999999999999
SAI,95.085,HARD,13.0,2.0,1,Japanese Grand Prix,28,-0.84
SAI,94.903,HARD,14.0,2.0,1,Japanese Grand Prix,29,-0.87
SAI,94.992,HARD,15.0,2.0,1,Japanese Grand Prix,30,-0.8999999999999999
SAI,94.514,HARD,16.0,2.0,1,Japanese Grand Prix,31,-0.9299999999999999
SAI,95.177,HARD,17.0,2.0,1,Japanese Grand Prix,32,-0.96
SAI,94.926,HARD,18.0,2.0,1,Japanese Grand Prix,33,-0.99
SAI,95.064,HARD,19.0,2.0,1,Japanese Grand Prix,34,-1.02
SAI,95.071,HARD,20.0,2.0,1,Japanese Grand Prix,35,-1.05
SAI,95.246,HARD,21.0,2.0,1,Japanese Grand Prix,36,-1.08
SAI,95.054,HARD,22.0,2.0,1,Japanese Grand Prix,37,-1.1099999999999999
SAI,95.017,HARD,23.0,2.0,1,Japanese Grand Prix,38,-1.14
SAI,95.307,HARD,24.0,2.0,1,Japanese Grand Prix,39,-1.17
SAI,94.97,HARD,25.0,2.0,1,Japanese Grand Prix,40,-1.2
SAI,95.021,HARD,26.0,2.0,1,Japanese Grand Prix,41,-1.23
SAI,95.093,HARD,27.0,2.0,1,Japanese Grand Prix,42,-1.26
SAI,95.218,HARD,28.0,2.0,1,Japanese Grand Prix,43,-1.29
SAI,95.356,HARD,29.0,2.0,1,Japanese Grand Prix,44,-1.3199999999999998
SAI,94.661,HARD,30.0,2.0,1,Japanese Grand Prix,45,-1.3499999999999999
SAI,94.539,HARD,31.0,2.0,1,Japanese Grand Prix,46,-1.38
HAD,98.261,MEDIUM,2.0,1.0,1,Japanese Grand Prix,1,-0.03
HAD,97.193,MEDIUM,3.0,1.0,1,Japanese Grand Prix,2,-0.06
HAD,96.017,MEDIUM,4.0,1.0,1,Japanese Grand Prix,3,-0.09
HAD,96.363,MEDIUM,5.0,1.0,1,Japanese Grand Prix,4,-0.12
HAD,97.105,MEDIUM,6.0,1.0,1,Japanese Grand Prix,5,-0.15
HAD,96.393,MEDIUM,7.0,1.0,1,Japanese Grand Prix,6,-0.18
HAD,96.203,MEDIUM,8.0,1.0,1,Japanese Grand Prix,7,-0.21
HAD,96.505,MEDIUM,9.0,1.0,1,Japanese Grand Prix,8,-0.24
HAD,96.234,MEDIUM,10.0,1.0,1,Japanese Grand Prix,9,-0.27
HAD,96.941,MEDIUM,11.0,1.0,1,Japanese Grand Prix,10,-0.3
HAD,98.692,MEDIUM,12.0,1.0,1,Japanese Grand Prix,11,-0.32999999999999996
HAD,96.464,MEDIUM,13.0,1.0,1,Japanese Grand Prix,12,-0.36
HAD,96.672,MEDIUM,14.0,1.0,1,Japanese Grand Prix,13,-0.39
HAD,96.777,MEDIUM,15.0,1.0,1,Japanese Grand Prix,14,-0.42
HAD,97.204,MEDIUM,16.0,1.0,1,Japanese Grand Prix,15,-0.44999999999999996
HAD,96.985,MEDIUM,17.0,1.0,1,Japanese Grand Prix,16,-0.48
HAD,96.294,MEDIUM,18.0,1.0,1,Japanese Grand Prix,17,-0.51
HAD,97.735,MEDIUM,19.0,1.0,1,Japanese Grand Prix,18,-0.54
HAD,96.376,HARD,9.0,2.0,1,Japanese Grand Prix,19,-0.57
HAD,96.05,HARD,10.0,2.0,1,Japanese Grand Prix,20,-0.6
HAD,95.485,HARD,11.0,2.0,1,Japanese Grand Prix,21,-0.63
HAD,95.255,HARD,12.0,2.0,1,Japanese Grand Prix,22,-0.6599999999999999
HAD,94.986,HARD,13.0,2.0,1,Japanese Grand Prix,23,-0.69
HAD,94.718,HARD,14.0,2.0,1,Japanese Grand Prix,24,-0.72
HAD,95.145,HARD,15.0,2.0,1,Japanese Grand Prix,25,-0.75
HAD,95.64,HARD,16.0,2.0,1,Japanese Grand Prix,26,-0.78
HAD,93.96,HARD,17.0,2.0,1,Japanese Grand Prix,27,-0.8099999999999999
HAD,94.637,HARD,18.0,2.0,1,Japanese Grand Prix,28,-0.84
HAD,94.466,HARD,19.0,2.0,1,Japanese Grand Prix,29,-0.87
HAD,94.558,HARD,20.0,2.0,1,Japanese Grand Prix,30,-0.8999999999999999
HAD,94.361,HARD,21.0,2.0,1,Japanese Grand Prix,31,-0.9299999999999999
HAD,94.482,HARD,22.0,2.0,1,Japanese Grand Prix,32,-0.96
HAD,94.543,HARD,23.0,2.0,1,Japanese Grand Prix,33,-0.99
HAD,94.872,HARD,24.0,2.0,1,Japanese Grand Prix,34,-1.02
HAD,94.376,HARD,25.0,2.0,1,Japanese Grand Prix,35,-1.05
HAD,95.914,HARD,26.0,2.0,1,Japanese Grand Prix,36,-1.08
HAD,96.112,HARD,27.0,2.0,1,Japanese Grand Prix,37,-1.1099999999999999
HAD,95.366,HARD,28.0,2.0,1,Japanese Grand Prix,38,-1.14
HAD,94.972,HARD,29.0,2.0,1,Japanese Grand Prix,39,-1.17
HAD,94.946,HARD,30.0,2.0,1,Japanese Grand Prix,40,-1.2
HAD,94.774,HARD,31.0,2.0,1,Japanese Grand Prix,41,-1.23
HAD,94.126,HARD,32.0,2.0,1,Japanese Grand Prix,42,-1.26
HAD,94.301,HARD,33.0,2.0,1,Japanese Grand Prix,43,-1.29
HAD,93.837,HARD,34.0,2.0,1,Japanese Grand Prix,44,-1.3199999999999998
RUS,97.823,MEDIUM,1.0,1.0,1,Japanese Grand Prix,1,-0.03
RUS,94.87,MEDIUM,2.0,1.0,1,Japanese Grand Prix,2,-0.06
RUS,94.469,MEDIUM,3.0,1.0,1,Japanese Grand Prix,3,-0.09
RUS,94.772,MEDIUM,4.0,1.0,1,Japanese Grand Prix,4,-0.12
RUS,94.71,MEDIUM,5.0,1.0,1,Japanese Grand Prix,5,-0.15
RUS,94.796,MEDIUM,6.0,1.0,1,Japanese Grand Prix,6,-0.18
RUS,94.741,MEDIUM,7.0,1.0,1,Japanese Grand Prix,7,-0.21
RUS,95.043,MEDIUM,8.0,1.0,1,Japanese Grand Prix,8,-0.24
RUS,96.042,MEDIUM,9.0,1.0,1,Japanese Grand Prix,9,-0.27
RUS,94.936,MEDIUM,10.0,1.0,1,Japanese Grand Prix,10,-0.3
RUS,95.332,MEDIUM,11.0,1.0,1,Japanese Grand Prix,11,-0.32999999999999996
RUS,95.078,MEDIUM,12.0,1.0,1,Japanese Grand Prix,12,-0.36
RUS,95.249,MEDIUM,13.0,1.0,1,Japanese Grand Prix,13,-0.39
RUS,95.101,MEDIUM,14.0,1.0,1,Japanese Grand Prix,14,-0.42
RUS,95.148,MEDIUM,15.0,1.0,1,Japanese Grand Prix,15,-0.44999999999999996
RUS,95.253,MEDIUM,16.0,1.0,1,Japanese Grand Prix,16,-0.48
RUS,95.033,MEDIUM,17.0,1.0,1,Japanese Grand Prix,17,-0.51
RUS,94.788,MEDIUM,18.0,1.0,1,Japanese Grand Prix,18,-0.54
RUS,94.987,MEDIUM,19.0,1.0,1,Japanese Grand Prix,19,-0.57
RUS,94.523,MEDIUM,20.0,1.0,1,Japanese Grand Prix,20,-0.6
RUS,96.505,MEDIUM,21.0,1.0,1,Japanese Grand Prix,21,-0.63
RUS,95.242,HARD,7.0,2.0,1,Japanese Grand Prix,22,-0.6599999999999999
RUS,93.717,HARD,8.0,2.0,1,Japanese Grand Prix,23,-0.69
RUS,93.612,HARD,9.0,2.0,1,Japanese Grand Prix,24,-0.72
RUS,93.905,HARD,10.0,2.0,1,Japanese Grand Prix,25,-0.75
RUS,93.405,HARD,11.0,2.0,1,Japanese Grand Prix,26,-0.78
RUS,93.5,HARD,12.0,2.0,1,Japanese Grand Prix,27,-0.8099999999999999
RUS,93.485,HARD,13.0,2.0,1,Japanese Grand Prix,28,-0.84
RUS,93.336,HARD,14.0,2.0,1,Japanese Grand Prix,29,-0.87
RUS,93.673,HARD,15.0,2.0,1,Japanese Grand Prix,30,-0.8999999999999999
RUS,94.808,HARD,16.0,2.0,1,Japanese Grand Prix,31,-0.9299999999999999
RUS,93.527,HARD,17.0,2.0,1,Japanese Grand Prix,32,-0.96
RUS,93.454,HARD,18.0,2.0,1,Japanese Grand Prix,33,-0.99
RUS,93.661,HARD,19.0,2.0,1,Japanese Grand Prix,34,-1.02
RUS,94.191,HARD,20.0,2.0,1,Japanese Grand Prix,35,-1.05
RUS,94.031,HARD,21.0,2.0,1,Japanese Grand Prix,36,-1.08
RUS,92.897,HARD,22.0,2.0,1,Japanese Grand Prix,37,-1.1099999999999999
RUS,93.053,HARD,23.0,2.0,1,Japanese Grand Prix,38,-1.14
RUS,93.274,HARD,24.0,2.0,1,Japanese Grand Prix,39,-1.17
RUS,93.146,HARD,25.0,2.0,1,Japanese Grand Prix,40,-1.2
RUS,93.176,HARD,26.0,2.0,1,Japanese Grand Prix,41,-1.23
RUS,93.046,HARD,27.0,2.0,1,Japanese Grand Prix,42,-1.26
RUS,93.354,HARD,28.0,2.0,1,Japanese Grand Prix,43,-1.29
RUS,93.217,HARD,29.0,2.0,1,Japanese Grand Prix,44,-1.3199999999999998
RUS,94.088,HARD,30.0,2.0,1,Japanese Grand Prix,45,-1.3499999999999999
RUS,93.11,HARD,31.0,2.0,1,Japanese Grand Prix,46,-1.38
RUS,92.549,HARD,32.0,2.0,1,Japanese Grand Prix,47,-1.41
BOT,98.311,HARD,3.0,1.0,1,Japanese Grand Prix,1,-0.03
BOT,98.484,HARD,4.0,1.0,1,Japanese Grand Prix,2,-0.06
BOT,98.495,HARD,5.0,1.0,1,Japanese Grand Prix,3,-0.09
BOT,98.627,HARD,6.0,1.0,1,Japanese Grand Prix,4,-0.12
BOT,98.485,HARD,7.0,1.0,1,Japanese Grand Prix,5,-0.15
BOT,98.658,HARD,8.0,1.0,1,Japanese Grand Prix,6,-0.18
BOT,98.823,HARD,9.0,1.0,1,Japanese Grand Prix,7,-0.21
BOT,98.835,HARD,10.0,1.0,1,Japanese Grand Prix,8,-0.24
BOT,98.869,HARD,11.0,1.0,1,Japanese Grand Prix,9,-0.27
BOT,98.714,HARD,13.0,1.0,1,Japanese Grand Prix,10,-0.3
BOT,98.42,HARD,16.0,1.0,1,Japanese Grand Prix,11,-0.32999999999999996
BOT,98.153,MEDIUM,8.0,2.0,41,Japanese Grand Prix,12,-0.36
BOT,97.163,MEDIUM,9.0,2.0,1,Japanese Grand Prix,13,-0.39
BOT,97.203,MEDIUM,10.0,2.0,1,Japanese Grand Prix,14,-0.42
BOT,97.369,MEDIUM,11.0,2.0,1,Japanese Grand Prix,15,-0.44999999999999996
BOT,97.112,MEDIUM,12.0,2.0,1,Japanese Grand Prix,16,-0.48
BOT,97.142,MEDIUM,13.0,2.0,1,Japanese Grand Prix,17,-0.51
BOT,97.072,MEDIUM,14.0,2.0,1,Japanese Grand Prix,18,-0.54
BOT,97.059,MEDIUM,15.0,2.0,1,Japanese Grand Prix,19,-0.57
BOT,97.169,MEDIUM,16.0,2.0,1,Japanese Grand Prix,20,-0.6
BOT,97.19,MEDIUM,17.0,2.0,1,Japanese Grand Prix,21,-0.63
BOT,96.878,MEDIUM,18.0,2.0,1,Japanese Grand Prix,22,-0.6599999999999999
BOT,96.853,MEDIUM,19.0,2.0,1,Japanese Grand Prix,23,-0.69
BOT,96.92,MEDIUM,20.0,2.0,1,Japanese Grand Prix,24,-0.72
BOT,96.919,MEDIUM,21.0,2.0,1,Japanese Grand Prix,25,-0.75
BOT,96.737,MEDIUM,22.0,2.0,1,Japanese Grand Prix,26,-0.78
BOT,96.631,MEDIUM,23.0,2.0,1,Japanese Grand Prix,27,-0.8099999999999999
BOT,96.859,MEDIUM,24.0,2.0,1,Japanese Grand Prix,28,-0.84
BOT,96.847,MEDIUM,25.0,2.0,1,Japanese Grand Prix,29,-0.87
BOT,98.889,MEDIUM,26.0,2.0,1,Japanese Grand Prix,30,-0.8999999999999999
BOT,96.821,MEDIUM,27.0,2.0,1,Japanese Grand Prix,31,-0.9299999999999999
BOT,97.066,MEDIUM,29.0,2.0,1,Japanese Grand Prix,32,-0.96
BOT,96.806,MEDIUM,31.0,2.0,1,Japanese Grand Prix,33,-0.99
BOT,97.217,MEDIUM,32.0,2.0,1,Japanese Grand Prix,34,-1.02
BOT,96.269,MEDIUM,33.0,2.0,1,Japanese Grand Prix,35,-1.05
PIA,95.268,MEDIUM,1.0,1.0,1,Japanese Grand Prix,1,-0.03
PIA,94.949,MEDIUM,2.0,1.0,1,Japanese Grand Prix,2,-0.06
PIA,94.999,MEDIUM,3.0,1.0,1,Japanese Grand Prix,3,-0.09
PIA,95.136,MEDIUM,4.0,1.0,1,Japanese Grand Prix,4,-0.12
PIA,95.124,MEDIUM,5.0,1.0,1,Japanese Grand Prix,5,-0.15
PIA,95.109,MEDIUM,6.0,1.0,1,Japanese Grand Prix,6,-0.18
PIA,95.078,MEDIUM,7.0,1.0,1,Japanese Grand Prix,7,-0.21
PIA,95.815,MEDIUM,8.0,1.0,1,Japanese Grand Prix,8,-0.24
PIA,94.793,MEDIUM,9.0,1.0,1,Japanese Grand Prix,9,-0.27
PIA,95.111,MEDIUM,10.0,1.0,1,Japanese Grand Prix,10,-0.3
PIA,95.419,MEDIUM,11.0,1.0,1,Japanese Grand Prix,11,-0.32999999999999996
PIA,95.108,MEDIUM,12.0,1.0,1,Japanese Grand Prix,12,-0.36
PIA,94.856,MEDIUM,13.0,1.0,1,Japanese Grand Prix,13,-0.39
PIA,95.095,MEDIUM,14.0,1.0,1,Japanese Grand Prix,14,-0.42
PIA,94.905,MEDIUM,15.0,1.0,1,Japanese Grand Prix,15,-0.44999999999999996
PIA,94.885,MEDIUM,16.0,1.0,1,Japanese Grand Prix,16,-0.48
PIA,94.916,MEDIUM,17.0,1.0,1,Japanese Grand Prix,17,-0.51
PIA,97.327,MEDIUM,18.0,1.0,1,Japanese Grand Prix,18,-0.54
PIA,94.774,HARD,2.0,2.0,1,Japanese Grand Prix,19,-0.57
PIA,94.01,HARD,3.0,2.0,1,Japanese Grand Prix,20,-0.6
PIA,94.314,HARD,10.0,2.0,1,Japanese Grand Prix,21,-0.63
PIA,93.667,HARD,11.0,2.0,1,Japanese Grand Prix,22,-0.6599999999999999
PIA,93.699,HARD,12.0,2.0,1,Japanese Grand Prix,23,-0.69
PIA,93.41,HARD,13.0,2.0,1,Japanese Grand Prix,24,-0.72
PIA,93.605,HARD,14.0,2.0,1,Japanese Grand Prix,25,-0.75
PIA,93.484,HARD,15.0,2.0,1,Japanese Grand Prix,26,-0.78
PIA,93.401,HARD,16.0,2.0,1,Japanese Grand Prix,27,-0.8099999999999999
PIA,93.509,HARD,17.0,2.0,1,Japanese Grand Prix,28,-0.84
PIA,93.411,HARD,18.0,2.0,1,Japanese Grand Prix,29,-0.87
PIA,93.708,HARD,19.0,2.0,1,Japanese Grand Prix,30,-0.8999999999999999
PIA,93.712,HARD,20.0,2.0,1,Japanese Grand Prix,31,-0.9299999999999999
PIA,93.467,HARD,21.0,2.0,1,Japanese Grand Prix,32,-0.96
PIA,93.469,HARD,22.0,2.0,1,Japanese Grand Prix,33,-0.99
PIA,93.764,HARD,23.0,2.0,1,Japanese Grand Prix,34,-1.02
PIA,93.513,HARD,24.0,2.0,1,Japanese Grand Prix,35,-1.05
PIA,93.518,HARD,25.0,2.0,1,Japanese Grand Prix,36,-1.08
PIA,93.431,HARD,26.0,2.0,1,Japanese Grand Prix,37,-1.1099999999999999
PIA,93.523,HARD,27.0,2.0,1,Japanese Grand Prix,38,-1.14
PIA,93.329,HARD,28.0,2.0,1,Japanese Grand Prix,39,-1.17
PIA,93.197,HARD,29.0,2.0,1,Japanese Grand Prix,40,-1.2
PIA,93.371,HARD,30.0,2.0,1,Japanese Grand Prix,41,-1.23
PIA,92.996,HARD,31.0,2.0,1,Japanese Grand Prix,42,-1.26
PIA,93.266,HARD,32.0,2.0,1,Japanese Grand Prix,43,-1.29
PIA,93.826,HARD,33.0,2.0,1,Japanese Grand Prix,44,-1.3199999999999998
PIA,93.012,HARD,34.0,2.0,1,Japanese Grand Prix,45,-1.3499999999999999
PIA,93.294,HARD,35.0,2.0,1,Japanese Grand Prix,46,-1.38
BEA,96.402,MEDIUM,2.0,1.0,1,Japanese Grand Prix,1,-0.03
BEA,97.62,MEDIUM,3.0,1.0,1,Japanese Grand Prix,2,-0.06
BEA,96.663,MEDIUM,4.0,1.0,1,Japanese Grand Prix,3,-0.09
BEA,96.847,MEDIUM,5.0,1.0,1,Japanese Grand Prix,4,-0.12
BEA,96.914,MEDIUM,6.0,1.0,1,Japanese Grand Prix,5,-0.15
BEA,97.42,MEDIUM,7.0,1.0,1,Japanese Grand Prix,6,-0.18
BEA,96.291,MEDIUM,8.0,1.0,1,Japanese Grand Prix,7,-0.21
BEA,96.294,MEDIUM,9.0,1.0,1,Japanese Grand Prix,8,-0.24
BEA,96.764,MEDIUM,10.0,1.0,1,Japanese Grand Prix,9,-0.27
BEA,97.79,MEDIUM,11.0,1.0,1,Japanese Grand Prix,10,-0.3
BEA,97.128,MEDIUM,12.0,1.0,1,Japanese Grand Prix,11,-0.32999999999999996
BEA,96.764,MEDIUM,13.0,1.0,1,Japanese Grand Prix,12,-0.36
BEA,96.645,MEDIUM,14.0,1.0,1,Japanese Grand Prix,13,-0.39
BEA,96.624,MEDIUM,15.0,1.0,1,Japanese Grand Prix,14,-0.42
BEA,98.787,MEDIUM,16.0,1.0,1,Japanese Grand Prix,15,-0.44999999999999996
BEA,96.054,HARD,2.0,2.0,1,Japanese Grand Prix,16,-0.48
BEA,95.905,HARD,3.0,2.0,1,Japanese Grand Prix,17,-0.51
BEA,95.604,HARD,4.0,2.0,1,Japanese Grand Prix,18,-0.54
NOR,98.115,MEDIUM,1.0,1.0,1,Miami Grand Prix,1,-0.03
NOR,92.77,MEDIUM,2.0,1.0,1,Miami Grand Prix,2,-0.06
NOR,93.263,MEDIUM,3.0,1.0,1,Miami Grand Prix,3,-0.09
NOR,93.814,MEDIUM,4.0,1.0,1,Miami Grand Prix,4,-0.12
NOR,93.842,MEDIUM,5.0,1.0,12,Miami Grand Prix,5,-0.15
NOR,92.556,MEDIUM,12.0,1.0,1,Miami Grand Prix,6,-0.18
NOR,92.894,MEDIUM,13.0,1.0,1,Miami Grand Prix,7,-0.21
NOR,92.794,MEDIUM,14.0,1.0,1,Miami Grand Prix,8,-0.24
NOR,92.987,MEDIUM,15.0,1.0,1,Miami Grand Prix,9,-0.27
NOR,92.87,MEDIUM,16.0,1.0,12,Miami Grand Prix,10,-0.3
NOR,93.094,MEDIUM,17.0,1.0,1,Miami Grand Prix,11,-0.32999999999999996
NOR,93.04,MEDIUM,18.0,1.0,1,Miami Grand Prix,12,-0.36
NOR,93.008,MEDIUM,19.0,1.0,1,Miami Grand Prix,13,-0.39
NOR,93.193,MEDIUM,20.0,1.0,1,Miami Grand Prix,14,-0.42
NOR,92.881,MEDIUM,21.0,1.0,1,Miami Grand Prix,15,-0.44999999999999996
NOR,93.048,MEDIUM,22.0,1.0,1,Miami Grand Prix,16,-0.48
NOR,93.098,MEDIUM,23.0,1.0,1,Miami Grand Prix,17,-0.51
NOR,93.093,MEDIUM,24.0,1.0,1,Miami Grand Prix,18,-0.54
NOR,93.384,MEDIUM,25.0,1.0,1,Miami Grand Prix,19,-0.57
NOR,93.059,MEDIUM,26.0,1.0,1,Miami Grand Prix,20,-0.6
NOR,93.451,HARD,2.0,2.0,1,Miami Grand Prix,21,-0.63
NOR,92.247,HARD,3.0,2.0,1,Miami Grand Prix,22,-0.6599999999999999
NOR,92.069,HARD,4.0,2.0,1,Miami Grand Prix,23,-0.69
NOR,92.155,HARD,5.0,2.0,1,Miami Grand Prix,24,-0.72
NOR,91.991,HARD,6.0,2.0,1,Miami Grand Prix,25,-0.75
NOR,92.32,HARD,7.0,2.0,1,Miami Grand Prix,26,-0.78
NOR,91.869,HARD,8.0,2.0,1,Miami Grand Prix,27,-0.8099999999999999
NOR,92.326,HARD,9.0,2.0,1,Miami Grand Prix,28,-0.84
NOR,92.391,HARD,10.0,2.0,1,Miami Grand Prix,29,-0.87
NOR,92.383,HARD,11.0,2.0,1,Miami Grand Prix,30,-0.8999999999999999
NOR,92.657,HARD,12.0,2.0,1,Miami Grand Prix,31,-0.9299999999999999
NOR,92.64,HARD,13.0,2.0,1,Miami Grand Prix,32,-0.96
NOR,92.676,HARD,14.0,2.0,1,Miami Grand Prix,33,-0.99
NOR,92.662,HARD,15.0,2.0,1,Miami Grand Prix,34,-1.02
NOR,92.491,HARD,16.0,2.0,1,Miami Grand Prix,35,-1.05
NOR,92.591,HARD,17.0,2.0,1,Miami Grand Prix,36,-1.08
NOR,92.469,HARD,18.0,2.0,1,Miami Grand Prix,37,-1.1099999999999999
NOR,92.715,HARD,19.0,2.0,1,Miami Grand Prix,38,-1.14
NOR,92.235,HARD,20.0,2.0,1,Miami Grand Prix,39,-1.17
NOR,92.398,HARD,21.0,2.0,12,Miami Grand Prix,40,-1.2
NOR,92.269,HARD,22.0,2.0,1,Miami Grand Prix,41,-1.23
NOR,92.428,HARD,23.0,2.0,1,Miami Grand Prix,42,-1.26
NOR,92.394,HARD,24.0,2.0,1,Miami Grand Prix,43,-1.29
NOR,92.464,HARD,25.0,2.0,1,Miami Grand Prix,44,-1.3199999999999998
NOR,92.738,HARD,26.0,2.0,1,Miami Grand Prix,45,-1.3499999999999999
NOR,92.038,HARD,27.0,2.0,1,Miami Grand Prix,46,-1.38
NOR,92.493,HARD,28.0,2.0,1,Miami Grand Prix,47,-1.41
NOR,92.849,HARD,29.0,2.0,1,Miami Grand Prix,48,-1.44
NOR,93.474,HARD,30.0,2.0,12,Miami Grand Prix,49,-1.47
GAS,95.576,MEDIUM,2.0,1.0,1,Miami Grand Prix,1,-0.03
GAS,95.046,MEDIUM,3.0,1.0,1,Miami Grand Prix,2,-0.06
GAS,94.856,MEDIUM,4.0,1.0,1,Miami Grand Prix,3,-0.09
PER,96.783,MEDIUM,2.0,1.0,1,Miami Grand Prix,1,-0.03
PER,97.009,MEDIUM,3.0,1.0,1,Miami Grand Prix,2,-0.06
