Driver,LapTime,Compound,TyreLife,TyreLife_sq,Stint,TrackStatus,Race,LapInRace,LapInRace_sq,FuelWeightEffect,DriverForm,Position_normalized,S1_speed,S2_speed,S3_speed,AvgSpeed,IsPersonalBest_int,FreshTire_int,IsStartLap,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed
SAI,93.858,HARD,26.0,676.0,2.0,1,Miami Grand Prix,45,2025,-1.3499999999999999,94.00280000000001,0.4090909090909091,109.02483343428224,102.56410256410257,139.87100784831767,249.25,0,1,0,27.8,36.9,68.4,False,0.4
ALB,94.253,HARD,27.0,729.0,2.0,1,Miami Grand Prix,45,2025,-1.3499999999999999,94.3308,0.45454545454545453,108.12109562710236,102.96599262077052,138.49349849965378,247.0,0,1,0,27.8,36.9,68.4,False,0.4
ANT,92.347,HARD,29.0,841.0,2.0,1,Miami Grand Prix,48,2304,-1.44,92.30640000000001,0.045454545454545456,111.19347664936991,104.49624103799599,141.06583072100315,247.0,0,1,0,27.8,36.9,68.4,False,0.4
BEA,95.415,HARD,28.0,784.0,2.0,1,Miami Grand Prix,45,2025,-1.3499999999999999,94.64500000000001,0.5,109.27966487569438,98.61932938856017,138.63216266173754,249.5,0,1,0,27.8,36.9,68.4,False,0.4
NOR,92.493,HARD,28.0,784.0,2.0,1,Miami Grand Prix,47,2209,-1.41,92.4254,0.09090909090909091,111.21408711770158,103.30578512396694,142.433234421365,250.5,0,1,0,27.8,36.9,68.4,False,0.4
BOR,93.726,HARD,22.0,484.0,2.0,1,Miami Grand Prix,45,2025,-1.3499999999999999,94.4966,0.5454545454545454,110.24007839294464,102.10159108312772,139.4754174576731,244.0,0,1,0,27.8,36.9,68.1,False,0.4
OCO,94.124,HARD,23.0,529.0,2.0,1,Miami Grand Prix,45,2025,-1.3499999999999999,94.90440000000001,0.5909090909090909,109.00502634288135,101.95989577432876,139.58898797983716,249.0,0,1,0,27.8,36.9,68.1,False,0.4
LEC,92.941,HARD,34.0,1156.0,2.0,1,Miami Grand Prix,47,2209,-1.41,92.68879999999999,0.13636363636363635,112.02389843166542,102.80720792757802,139.59981386691484,246.25,0,1,0,27.8,36.9,68.1,False,0.4
PIA,92.696,HARD,27.0,729.0,2.0,1,Miami Grand Prix,46,2116,-1.38,92.35340000000001,0.18181818181818182,111.5587232723892,102.9336078229542,141.44271570014146,252.75,0,1,0,27.8,36.9,68.1,False,0.4
LIN,94.832,HARD,26.0,676.0,2.0,1,Miami Grand Prix,44,1936,-1.3199999999999998,95.1262,0.6363636363636364,107.37934737218875,101.87910346388952,138.6214863303812,246.5,0,1,0,27.8,36.9,68.1,False,0.4
VER,95.873,HARD,49.0,2401.0,2.0,1,Miami Grand Prix,48,2304,-1.44,94.363,0.22727272727272727,107.53330545432821,100.44923128435504,135.56258472661546,247.25,0,1,0,27.8,36.9,68.1,False,0.4
RUS,96.203,HARD,35.0,1225.0,2.0,1,Miami Grand Prix,46,2116,-1.38,93.62859999999999,0.2727272727272727,106.24797095888793,100.93929622879574,135.05908835115363,243.75,0,1,0,27.8,36.9,68.1,False,0.4
HAM,94.307,HARD,28.0,784.0,2.0,1,Miami Grand Prix,46,2116,-1.38,94.2286,0.3181818181818182,109.64244380824755,101.00726691170281,139.36203158872715,243.75,0,1,0,27.8,36.9,68.1,False,0.4
BOT,97.322,MEDIUM,32.0,1024.0,4.0,1,Miami Grand Prix,31,961,-0.9299999999999999,97.6588,0.8181818181818182,104.31456637014284,98.73292743129834,136.62757599908915,241.0,0,0,0,27.8,36.9,68.1,False,0.4
COL,93.335,HARD,24.0,576.0,2.0,1,Miami Grand Prix,46,2116,-1.38,93.5466,0.36363636363636365,110.75559931085405,102.3541453428864,140.3016485443704,248.0,0,1,0,27.8,36.9,68.1,False,0.4
ALO,94.97,SOFT,13.0,169.0,2.0,1,Miami Grand Prix,44,1936,-1.3199999999999998,95.2702,0.6818181818181818,109.98747364883444,99.96667777407531,137.26312578640332,240.0,0,1,0,27.7,37.1,68.2,False,0.5
PER,95.502,HARD,25.0,625.0,2.0,1,Miami Grand Prix,45,2025,-1.3499999999999999,95.9078,0.7272727272727273,107.25138533039384,100.7866961561074,137.31548232063167,243.75,0,1,0,27.7,37.1,68.2,False,0.5
STR,94.806,SOFT,17.0,289.0,3.0,1,Miami Grand Prix,40,1600,-1.2,94.8908,0.7727272727272727,109.33608698293142,101.17475127873644,136.89253935660508,240.25,0,1,0,27.7,37.1,68.2,False,0.5
SAI,93.951,HARD,27.0,729.0,2.0,1,Miami Grand Prix,46,2116,-1.38,94.0144,0.4090909090909091,108.92586989409986,102.26691665246294,140.08327172263512,249.25,0,1,0,27.7,37.1,68.2,False,0.5
ALB,94.109,HARD,28.0,784.0,2.0,1,Miami Grand Prix,46,2116,-1.38,94.28139999999999,0.45454545454545453,108.40761262346423,102.81308010852491,139.07131267866802,247.25,0,1,0,27.7,37.1,68.2,False,0.5
ANT,92.586,HARD,30.0,900.0,2.0,1,Miami Grand Prix,49,2401,-1.47,92.34,0.045454545454545456,112.07272274453646,103.42450011491611,140.31805425631433,248.5,0,1,0,27.7,37.1,68.2,False,0.5
NOR,92.849,HARD,29.0,841.0,2.0,1,Miami Grand Prix,48,2304,-1.44,92.5164,0.09090909090909091,111.06654737296765,103.17255610007737,140.9388090670634,249.25,0,1,0,27.7,37.1,68.2,False,0.5
BEA,95.896,HARD,29.0,841.0,2.0,1,Miami Grand Prix,46,2116,-1.38,94.9668,0.5,103.36214074478166,102.51153254741158,138.7336698909399,251.0,0,1,0,27.7,37.1,68.2,False,0.5
BOR,93.5,HARD,23.0,529.0,2.0,1,Miami Grand Prix,46,2116,-1.38,94.31479999999999,0.5454545454545454,110.25020671913761,102.67818944125952,139.61064143333593,244.0,1,1,0,27.7,37.1,68.2,False,0.5
OCO,94.416,HARD,24.0,576.0,2.0,1,Miami Grand Prix,46,2116,-1.38,94.4518,0.5909090909090909,109.2001092001092,101.27436914507555,138.9854065323141,247.75,0,1,0,27.7,37.1,68.2,False,0.5
PIA,93.246,HARD,28.0,784.0,2.0,1,Miami Grand Prix,47,2209,-1.41,92.51939999999999,0.13636363636363635,110.94674556213018,102.0263568088423,141.10453494297025,249.25,0,1,0,27.7,37.1,68.2,False,0.5
LEC,94.211,HARD,35.0,1225.0,2.0,1,Miami Grand Prix,48,2304,-1.44,93.0154,0.18181818181818182,111.74224788155323,101.68055359412513,135.3943360036105,242.75,0,1,0,27.7,37.1,68.2,False,0.5
LIN,94.482,HARD,27.0,729.0,2.0,1,Miami Grand Prix,45,2025,-1.3499999999999999,95.10159999999999,0.6363636363636364,108.8567022466814,101.88198669874063,138.05798435342845,247.0,0,1,0,27.7,36.7,68.1,False,1.8
RUS,94.187,HARD,36.0,1296.0,2.0,1,Miami Grand Prix,47,2209,-1.41,93.9046,0.22727272727272727,108.34888340456268,101.33708655876144,141.53168737222833,247.5,0,1,0,27.7,36.7,68.1,False,1.8
VER,95.577,HARD,50.0,2500.0,2.0,1,Miami Grand Prix,49,2401,-1.47,94.6994,0.2727272727272727,109.1703056768559,100.14465338822744,135.0692229767756,247.5,0,1,0,27.7,36.7,68.1,False,1.8
HAM,94.567,HARD,29.0,841.0,2.0,12,Miami Grand Prix,47,2209,-1.41,94.428,0.3181818181818182,109.64244380824755,101.01010101010101,137.9680374046679,242.5,0,1,0,27.7,36.7,68.1,False,1.8
BOT,97.595,MEDIUM,33.0,1089.0,4.0,12,Miami Grand Prix,32,1024,-0.96,97.6018,0.8181818181818182,105.1156271899089,98.86035974186461,133.66998366255757,242.0,0,0,0,27.7,36.7,68.1,False,1.8
COL,93.059,HARD,25.0,625.0,2.0,12,Miami Grand Prix,47,2209,-1.41,93.4034,0.36363636363636365,111.5552663381984,102.60502764635467,140.0669208621897,249.25,0,1,0,27.7,36.7,68.1,False,1.8
ALO,94.944,SOFT,14.0,196.0,2.0,12,Miami Grand Prix,45,2025,-1.3499999999999999,95.0358,0.6818181818181818,109.91023997069061,100.21713713044932,137.04888076747375,239.5,0,1,0,27.7,36.7,68.1,False,1.8
PER,95.25,HARD,26.0,676.0,2.0,12,Miami Grand Prix,46,2116,-1.38,95.64659999999999,0.7272727272727273,107.41779554812913,100.89403323897874,138.16925734024178,245.75,0,1,0,27.7,36.7,68.1,False,1.8
SAI,94.341,HARD,28.0,784.0,2.0,12,Miami Grand Prix,47,2209,-1.41,94.06219999999999,0.4090909090909091,108.42720318053131,102.20014194464159,138.9210465385506,248.5,0,1,0,27.7,36.7,68.1,False,1.8
STR,96.149,SOFT,18.0,324.0,3.0,12,Miami Grand Prix,41,1681,-1.23,95.0832,0.7727272727272727,109.27634774162215,101.04979509347106,130.53410203415643,223.5,0,1,0,27.7,36.7,68.1,False,1.8
ALB,94.163,HARD,29.0,841.0,2.0,12,Miami Grand Prix,47,2209,-1.41,94.2326,0.45454545454545453,108.66284334440084,102.70162325621203,138.56812933025404,246.5,0,1,0,27.7,36.7,68.1,False,1.8
ANT,93.092,HARD,31.0,961.0,2.0,12,Miami Grand Prix,50,2500,-1.5,92.473,0.045454545454545456,111.04941699056081,103.41855788566504,139.1896071759975,247.75,0,1,0,27.6,36.0,69.4,False,1.2
NOR,93.474,HARD,30.0,900.0,2.0,12,Miami Grand Prix,49,2401,-1.47,92.7184,0.09090909090909091,111.30004637501932,103.01313417460725,137.49904514551983,248.75,0,1,0,27.6,36.0,69.4,False,1.2
BEA,94.514,HARD,30.0,900.0,2.0,12,Miami Grand Prix,47,2209,-1.41,94.9802,0.5,108.58745814858383,101.69778807310941,138.66420152530623,248.0,0,1,0,27.6,36.0,69.4,False,1.2
BOR,94.088,HARD,24.0,576.0,2.0,12,Miami Grand Prix,47,2209,-1.41,93.9838,0.5454545454545454,109.48239158202057,101.94545917933905,139.03371567605146,245.75,0,1,0,27.6,36.0,69.4,False,1.2
OCO,94.407,HARD,25.0,625.0,2.0,12,Miami Grand Prix,47,2209,-1.41,94.3626,0.5909090909090909,108.8567022466814,101.49708195889367,139.1734642594812,248.0,0,1,0,27.6,36.0,69.4,False,1.2
PIA,93.237,HARD,29.0,841.0,2.0,12,Miami Grand Prix,48,2304,-1.44,92.67699999999999,0.13636363636363635,111.30004637501932,102.1653375713029,140.32352367959462,247.75,0,1,0,27.6,36.0,69.4,False,1.2
RUS,94.542,HARD,37.0,1369.0,2.0,12,Miami Grand Prix,48,2304,-1.44,94.2376,0.18181818181818182,109.55569080949483,101.04128659238262,138.1798641231336,251.0,0,1,0,27.6,36.0,69.4,False,1.2
VER,94.614,HARD,51.0,2601.0,2.0,12,Miami Grand Prix,50,2500,-1.5,94.83600000000001,0.22727272727272727,108.76790138376943,102.05527994330262,137.1898936778324,243.0,0,1,0,27.6,36.0,69.4,False,1.2
HAM,94.95,HARD,30.0,900.0,2.0,1,Miami Grand Prix,48,2304,-1.44,94.49119999999999,0.3181818181818182,109.68587185033972,99.68433294567205,138.38170286373247,241.75,0,1,0,27.6,36.0,69.4,False,1.2
COL,93.148,HARD,26.0,676.0,2.0,1,Miami Grand Prix,48,2304,-1.44,93.2748,0.36363636363636365,111.00148001973359,102.06974766090161,141.47606696533836,249.5,0,1,0,27.5,34.7,70.7,False,1.8
ALO,95.246,SOFT,15.0,225.0,2.0,1,Miami Grand Prix,46,2116,-1.38,95.05319999999999,0.6818181818181818,109.45576162967468,100.3428380299356,135.95679595150875,234.5,0,1,0,27.5,34.7,70.7,False,1.8
PER,95.25,HARD,27.0,729.0,2.0,1,Miami Grand Prix,47,2209,-1.41,95.43440000000001,0.7272727272727273,107.15242432360031,101.08668182966895,138.24884792626727,243.75,0,1,0,27.5,34.7,70.7,False,1.8
SAI,94.555,HARD,29.0,841.0,2.0,1,Miami Grand Prix,48,2304,-1.44,94.1388,0.4090909090909091,107.79734099892202,101.95989577432876,139.25960311013117,248.25,0,1,0,27.5,34.7,70.7,False,1.8
STR,94.716,SOFT,19.0,361.0,3.0,1,Miami Grand Prix,42,1764,-1.26,95.0482,0.7727272727272727,107.06956547601345,101.56867170748222,140.35634917540645,245.75,1,1,0,27.5,34.7,70.7,False,1.8
ALB,94.298,HARD,30.0,900.0,2.0,1,Miami Grand Prix,48,2304,-1.44,94.23479999999999,0.45454545454545453,108.57763300760044,102.11317543610835,139.06594043342218,246.25,0,1,0,27.5,34.7,70.7,False,1.8
ANT,78.974,SOFT,7.0,49.0,1.0,1,Canadian Grand Prix,1,1,-0.03,89.797,0.047619047619047616,157.30140697369572,144.45068614075916,115.51049220304179,270.5,1,0,0,12.5,17.3,76.6,False,1.6
HAD,79.281,SOFT,7.0,49.0,1.0,1,Canadian Grand Prix,1,1,-0.03,91.8414,0.2857142857142857,156.794425087108,141.83838304243332,116.35423400129282,278.75,1,0,0,12.5,17.3,76.6,False,1.6
ANT,77.974,SOFT,8.0,64.0,1.0,1,Canadian Grand Prix,2,4,-0.06,86.9946,0.047619047619047616,160.7932466836393,145.95580782485305,116.42949547218628,270.0,1,0,0,12.4,17.3,76.6,False,1.6
RUS,77.945,SOFT,7.0,49.0,1.0,1,Canadian Grand Prix,1,1,-0.03,91.3374,0.09523809523809523,159.82241953385127,145.41929229277753,117.4015131750587,277.0,1,0,0,12.4,17.3,76.6,False,1.6
HAM,77.993,SOFT,7.0,49.0,1.0,1,Canadian Grand Prix,1,1,-0.03,91.2294,0.14285714285714285,158.11665495432186,145.7253886010363,117.95157432587398,279.0,1,0,0,12.4,17.3,76.6,False,1.6
VER,77.834,SOFT,9.0,81.0,1.0,1,Canadian Grand Prix,1,1,-0.03,91.62819999999999,0.19047619047619047,159.83661146383696,144.64221141869902,118.33541516008151,279.0,1,0,0,12.4,17.3,76.6,False,1.6
LEC,78.636,SOFT,8.0,64.0,1.0,1,Canadian Grand Prix,1,1,-0.03,90.2268,0.23809523809523808,157.38392935210285,143.75848574395016,117.18750000000001,277.5,1,0,0,12.3,17.1,76.3,False,3.1
HAD,78.96,SOFT,8.0,64.0,1.0,1,Canadian Grand Prix,2,4,-0.06,88.86600000000001,0.2857142857142857,159.79404323316615,142.34312601320627,115.60693641618498,279.5,0,0,0,12.3,17.1,76.3,False,3.1
ANT,77.058,SOFT,9.0,81.0,1.0,1,Canadian Grand Prix,3,9,-0.09,83.93679999999999,0.047619047619047616,163.62892595791098,147.0287931386563,117.7548083213398,270.75,1,0,0,12.2,17.1,76.3,False,3.1
RUS,77.034,SOFT,8.0,64.0,1.0,1,Canadian Grand Prix,2,4,-0.06,87.9822,0.09523809523809523,162.26449112052646,147.05882352941177,118.54583772391993,279.75,1,0,0,12.2,17.1,76.3,False,3.1
HAM,77.455,SOFT,8.0,64.0,1.0,1,Canadian Grand Prix,2,4,-0.06,87.85440000000001,0.14285714285714285,160.66407818985138,146.98077001592293,117.82032400589101,276.25,1,0,0,12.2,17.1,76.3,False,3.1
VER,77.221,SOFT,10.0,100.0,1.0,1,Canadian Grand Prix,2,4,-0.06,88.22380000000001,0.19047619047619047,162.2864355587612,145.6605300424843,118.72176235860569,281.5,1,0,0,12.2,17.1,76.3,False,3.1
LEC,77.808,SOFT,9.0,81.0,1.0,1,Canadian Grand Prix,2,4,-0.06,87.2526,0.23809523809523808,159.78695073235687,146.02685271569385,117.55102040816327,274.75,1,0,0,12.2,17.1,76.3,False,3.1
HAD,77.913,SOFT,9.0,81.0,1.0,1,Canadian Grand Prix,3,9,-0.09,85.235,0.2857142857142857,160.90823760783087,144.3869570448803,117.62015225275265,280.0,1,0,0,12.2,17.1,76.3,False,3.1
COL,78.976,MEDIUM,5.0,25.0,1.0,1,Canadian Grand Prix,1,1,-0.03,90.3644,0.3333333333333333,158.7931718936086,143.74126572170096,115.16314779270634,274.75,1,1,0,12.2,17.1,76.3,False,3.1
ALB,79.059,SOFT,5.0,25.0,1.0,1,Canadian Grand Prix,1,1,-0.03,91.17639999999999,0.6190476190476191,158.0472385635262,142.6872770511296,115.93829506296095,279.5,1,1,0,12.2,17.1,76.3,False,3.1
NOR,78.603,MEDIUM,3.0,9.0,2.0,1,Canadian Grand Prix,1,1,-0.03,89.8914,0.6666666666666666,159.58861601205783,143.51205899940203,116.27906976744185,277.25,1,1,0,12.2,17.1,76.3,False,3.1
PIA,79.266,MEDIUM,4.0,16.0,2.0,1,Canadian Grand Prix,1,1,-0.03,90.08619999999999,0.7142857142857143,157.2052401746725,141.92785334121822,116.12528628108771,273.25,1,1,0,12.2,17.1,76.3,False,3.1
SAI,78.605,MEDIUM,11.0,121.0,2.0,1,Canadian Grand Prix,1,1,-0.03,91.062,0.8571428571428571,159.65939329430552,144.0576230492197,115.87858499372325,274.5,1,0,0,12.2,17.1,76.3,False,3.1
RUS,76.365,SOFT,9.0,81.0,1.0,1,Canadian Grand Prix,3,9,-0.09,84.0146,0.047619047619047616,163.45804576825282,148.82182720132286,119.39902490796327,285.25,1,0,0,12.2,17.1,76.3,False,3.1
ANT,77.71,SOFT,10.0,100.0,1.0,1,Canadian Grand Prix,4,16,-0.12,80.9616,0.09523809523809523,163.7033331817562,147.98980514675657,114.67524607396554,271.25,0,0,0,12.2,17.1,76.3,False,3.1
HAM,77.014,SOFT,9.0,81.0,1.0,1,Canadian Grand Prix,3,9,-0.09,84.3958,0.14285714285714285,161.90690353047,148.31294030404155,118.00957188749753,275.5,1,0,0,12.2,17.1,76.3,False,3.1
VER,77.206,SOFT,11.0,121.0,1.0,1,Canadian Grand Prix,3,9,-0.09,84.4904,0.19047619047619047,161.85594820609657,145.91439688715954,118.84325894625644,280.75,1,0,0,12.2,17.1,76.3,False,3.1
LEC,77.344,SOFT,10.0,100.0,1.0,1,Canadian Grand Prix,3,9,-0.09,84.188,0.23809523809523808,161.86322557438965,147.1850852446952,117.47813601357525,273.75,1,0,0,12.2,17.1,76.3,False,3.1
HAD,77.838,SOFT,10.0,100.0,1.0,1,Canadian Grand Prix,4,16,-0.12,81.765,0.2857142857142857,163.48031424549293,144.87504527345166,116.24903125807285,277.25,1,0,0,12.2,17.1,76.3,False,3.1
COL,78.865,MEDIUM,6.0,36.0,1.0,1,Canadian Grand Prix,2,4,-0.06,87.4766,0.3333333333333333,159.20045991243975,143.94817865568393,115.22581058157027,274.5,1,1,0,12.2,17.1,76.3,False,3.1
LAW,78.87,MEDIUM,6.0,36.0,1.0,1,Canadian Grand Prix,1,1,-0.03,92.0354,0.38095238095238093,159.17230401910066,141.69323414806945,116.70881151526942,274.0,1,1,0,12.2,17.1,76.3,False,3.1
BEA,79.321,SOFT,11.0,121.0,1.0,1,Canadian Grand Prix,1,1,-0.03,91.9004,0.42857142857142855,157.65272607838844,141.95023855526202,115.66265060240964,269.75,1,0,0,12.2,17.1,76.3,False,3.1
NOR,79.343,MEDIUM,4.0,16.0,2.0,1,Canadian Grand Prix,2,4,-0.06,87.3524,0.6666666666666666,158.7721619476052,142.96493387871809,114.32926829268293,281.25,0,1,0,12.2,17.1,76.3,False,3.1
PIA,77.969,MEDIUM,5.0,25.0,2.0,1,Canadian Grand Prix,2,4,-0.06,87.2828,0.7142857142857143,161.55088852988692,144.59573442583445,116.92867350915942,275.75,1,1,0,12.5,17.8,76.0,False,1.5
SAI,78.184,MEDIUM,12.0,144.0,2.0,1,Canadian Grand Prix,2,4,-0.06,87.9272,0.8095238095238095,161.6524472384374,145.46042264333914,115.51419862024707,270.75,1,0,0,12.5,17.8,76.0,False,1.5
BOR,79.308,SOFT,4.0,16.0,2.0,1,Canadian Grand Prix,1,1,-0.03,90.8952,0.9047619047619048,158.81418740074113,142.4896101325945,114.7410358565737,268.75,1,1,0,12.5,17.8,76.0,False,1.5
PER,79.057,SOFT,4.0,16.0,2.0,1,Canadian Grand Prix,1,1,-0.03,92.083,0.9523809523809523,157.86011839508882,142.721217887726,116.02423617377852,272.25,1,1,0,12.5,17.8,76.0,False,1.5
RUS,76.584,SOFT,10.0,100.0,1.0,1,Canadian Grand Prix,4,16,-0.12,80.494,0.047619047619047616,165.6086116478057,148.06893431497554,117.90521730586578,272.25,0,0,0,12.5,17.8,76.0,False,1.5
ANT,76.873,SOFT,11.0,121.0,1.0,1,Canadian Grand Prix,5,25,-0.15,77.7178,0.09523809523809523,161.21809225257502,147.4503379070244,119.49017525225703,275.5,1,0,0,12.5,17.8,76.0,False,1.5
HAM,76.982,SOFT,10.0,100.0,1.0,1,Canadian Grand Prix,4,16,-0.12,80.8788,0.14285714285714285,162.11834639286678,147.74686037921694,118.38211114764881,276.5,1,0,0,12.5,17.8,76.0,False,1.5
VER,76.674,SOFT,12.0,144.0,1.0,1,Canadian Grand Prix,4,16,-0.12,80.7098,0.19047619047619047,163.19129646418858,146.89081116370167,119.57749285856639,282.25,1,0,0,12.5,17.8,76.0,False,1.5
LEC,77.19,SOFT,11.0,121.0,1.0,1,Canadian Grand Prix,4,16,-0.12,81.0378,0.23809523809523808,162.5795962606693,147.1730509791096,117.70090891257439,273.0,1,0,0,12.5,17.8,76.0,False,1.5
HAD,77.164,SOFT,11.0,121.0,1.0,1,Canadian Grand Prix,5,25,-0.15,78.2312,0.2857142857142857,164.63163671285497,146.09203798392988,117.4359810797586,278.75,1,0,0,12.5,17.8,76.0,False,1.5
COL,78.543,MEDIUM,7.0,49.0,1.0,1,Canadian Grand Prix,3,9,-0.09,84.51820000000001,0.3333333333333333,160.01422348653213,144.24810674359898,115.80030880082347,275.0,1,1,0,12.6,17.8,76.0,False,1.5
LAW,78.744,MEDIUM,7.0,49.0,1.0,1,Canadian Grand Prix,2,4,-0.06,88.93820000000001,0.38095238095238093,159.72314654598694,142.5911989543312,116.28658182053104,272.75,1,1,0,12.6,17.8,76.0,False,1.5
GAS,79.013,MEDIUM,7.0,49.0,1.0,1,Canadian Grand Prix,1,1,-0.03,91.732,0.47619047619047616,160.08537886873,144.91003501992512,113.62919007638408,272.75,1,1,0,12.6,17.8,76.0,False,1.5
ALB,78.638,SOFT,7.0,49.0,1.0,1,Canadian Grand Prix,2,4,-0.06,88.0534,0.5714285714285714,159.46137491141036,143.63230130864986,116.1365249370927,271.0,1,1,0,12.6,17.8,76.0,False,1.5
NOR,78.079,MEDIUM,5.0,25.0,2.0,1,Canadian Grand Prix,3,9,-0.09,84.4696,0.6190476190476191,160.0,145.13202983269503,116.98186781048938,285.5,1,1,0,12.6,17.8,76.0,False,1.5
PIA,77.405,MEDIUM,6.0,36.0,2.0,1,Canadian Grand Prix,3,9,-0.09,84.22459999999998,0.6666666666666666,162.41822693435597,146.58577303636142,117.33646230566148,276.75,1,1,0,12.6,17.8,76.0,False,1.5
SAI,78.136,MEDIUM,13.0,169.0,2.0,1,Canadian Grand Prix,3,9,-0.09,84.7642,0.8095238095238095,161.47842468825692,145.0560077363204,116.03919546157813,271.0,1,0,0,12.6,17.8,76.0,False,1.5
HUL,78.523,SOFT,9.0,81.0,2.0,1,Canadian Grand Prix,1,1,-0.03,91.125,0.8571428571428571,159.1793420587195,144.20765902900177,116.34295317196135,274.5,1,0,0,12.6,17.8,76.0,False,1.5
BOR,78.545,SOFT,5.0,25.0,2.0,1,Canadian Grand Prix,2,4,-0.06,87.83340000000001,0.9047619047619048,160.05690912324383,143.15822960989385,116.48223645894001,269.5,0,1,0,12.6,17.8,76.0,False,1.5
PER,78.721,SOFT,5.0,25.0,2.0,1,Canadian Grand Prix,2,4,-0.06,88.756,0.9523809523809523,159.01762445337692,143.08994793115787,116.41820004527375,270.25,1,1,0,12.6,17.8,76.0,False,1.5
RUS,76.105,SOFT,11.0,121.0,1.0,1,Canadian Grand Prix,5,25,-0.15,76.80659999999999,0.047619047619047616,164.75972540045765,148.9018488646234,119.68880909634949,272.75,1,0,0,12.3,17.8,76.0,False,1.5
ANT,76.047,SOFT,12.0,144.0,1.0,1,Canadian Grand Prix,6,36,-0.18,77.1324,0.09523809523809523,165.74585635359117,149.22279792746113,119.19740414542083,274.5,1,0,0,12.3,17.8,76.0,False,1.5
HAM,76.661,SOFT,11.0,121.0,1.0,1,Canadian Grand Prix,5,25,-0.15,77.221,0.14285714285714285,162.71186440677968,147.9593933664872,119.18556530375767,277.0,1,0,0,12.3,17.8,76.0,False,1.5
VER,76.576,SOFT,13.0,169.0,1.0,1,Canadian Grand Prix,5,25,-0.15,77.10220000000001,0.19047619047619047,162.07455429497568,146.962769431744,120.53033346725593,284.25,1,0,0,12.3,17.8,76.0,False,1.5
LEC,76.639,SOFT,12.0,144.0,1.0,1,Canadian Grand Prix,5,25,-0.15,77.52340000000001,0.23809523809523808,164.05395552314985,148.3251617156277,118.32763607678149,275.0,1,0,0,12.3,17.8,76.0,False,1.5
HAD,76.882,SOFT,12.0,144.0,1.0,1,Canadian Grand Prix,6,36,-0.18,77.7514,0.2857142857142857,164.92578339747112,146.424794598552,118.15675462780622,278.0,1,0,0,12.3,17.8,76.0,False,1.5
COL,78.287,MEDIUM,8.0,64.0,1.0,1,Canadian Grand Prix,4,16,-0.12,81.5638,0.3333333333333333,160.62106813010308,144.5725071282278,116.23026506957673,273.0,1,1,0,12.3,17.8,76.0,False,1.5
LAW,78.146,MEDIUM,8.0,64.0,1.0,1,Canadian Grand Prix,3,9,-0.09,85.1516,0.38095238095238093,160.70711128967457,143.7297879985627,117.27148348426608,274.75,1,1,0,12.3,17.8,76.0,False,1.5
BEA,78.89,SOFT,13.0,169.0,1.0,1,Canadian Grand Prix,2,4,-0.06,88.8072,0.42857142857142855,158.40190082280986,143.62084097981332,115.76679422452327,269.75,1,0,0,12.3,17.8,76.0,False,1.5
GAS,78.469,MEDIUM,8.0,64.0,1.0,1,Canadian Grand Prix,2,4,-0.06,88.592,0.47619047619047616,159.16526660182157,144.52607491268216,116.34671320535196,275.75,1,1,0,12.3,17.8,76.0,False,1.5
NOR,78.027,MEDIUM,6.0,36.0,2.0,1,Canadian Grand Prix,4,16,-0.12,81.5052,0.5238095238095238,160.09249788766846,144.0460947503201,117.84732224695561,275.0,1,1,0,12.3,17.8,76.0,False,1.5
ALB,79.217,SOFT,8.0,64.0,1.0,1,Canadian Grand Prix,3,9,-0.09,85.075,0.5714285714285714,155.62856648798203,142.27561949175987,116.95146514196608,279.0,0,1,0,12.3,17.8,76.0,False,1.5
PIA,77.763,MEDIUM,7.0,49.0,2.0,1,Canadian Grand Prix,4,16,-0.12,81.128,0.6666666666666666,161.3481534600215,145.69000404694455,117.10744608178004,286.75,0,1,0,12.3,17.8,76.0,False,1.5
SAI,77.973,MEDIUM,14.0,196.0,2.0,1,Canadian Grand Prix,4,16,-0.12,81.4906,0.7619047619047619,162.52087941853642,145.1847072108405,116.03171533552505,272.25,1,0,0,12.3,17.8,76.0,False,1.5
HUL,78.096,SOFT,10.0,100.0,2.0,1,Canadian Grand Prix,2,4,-0.06,87.9736,0.8571428571428571,161.57989228007182,144.39853997031807,116.56143759106362,278.0,1,0,0,12.3,17.8,76.0,False,1.5
BOR,78.516,SOFT,6.0,36.0,2.0,1,Canadian Grand Prix,3,9,-0.09,84.7914,0.9047619047619048,159.49669930441718,143.5463933968659,116.6331886217845,270.5,1,1,0,12.3,17.8,76.0,False,1.5
PER,78.712,SOFT,6.0,36.0,2.0,1,Canadian Grand Prix,3,9,-0.09,85.398,0.9523809523809523,158.52047556142668,143.19809069212408,116.6483053593416,270.0,1,1,0,12.3,17.8,76.0,False,1.5
RUS,75.796,SOFT,12.0,144.0,1.0,1,Canadian Grand Prix,6,36,-0.18,76.3768,0.047619047619047616,165.50963174106937,149.1177201557452,120.38925860281579,274.25,1,0,0,12.4,17.8,76.0,False,1.5
ANT,75.848,SOFT,13.0,169.0,1.0,1,Canadian Grand Prix,7,49,-0.21,76.7072,0.09523809523809523,165.2816675083789,149.53892165822046,120.02800653485814,279.75,1,0,0,12.4,17.8,76.0,False,1.5
