Driver,LapTime,Compound,TyreLife,TyreLife_sq,Stint,TrackStatus,Race,LapInRace,LapInRace_sq,FuelWeightEffect,DriverForm,Position_normalized,S1_speed,S2_speed,S3_speed,AvgSpeed,IsPersonalBest_int,FreshTire_int,IsStartLap,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed
RUS,85.007,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,85.007,0.05,120.99620206365745,201.782411299815,96.22323791195575,273.75,1,1,0,24.1,36.1,54.1,False,1.6
LEC,86.212,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,86.212,0.1,119.53778722273874,198.01980198019803,94.94672433801034,276.25,1,1,0,24.1,36.1,54.1,False,1.6
HAM,84.626,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,84.626,0.15,120.04801920768307,198.73033397736685,98.56802562768667,279.0,1,1,0,24.1,36.1,54.1,False,1.6
HAD,85.987,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,85.987,0.2,119.24873298221206,192.67822736030828,96.99843724739992,280.25,1,1,0,24.1,36.1,54.1,False,1.6
LIN,87.218,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.218,0.25,116.88311688311687,199.54547974059088,93.806185996821,278.0,1,1,0,24.1,36.1,54.1,False,1.6
NOR,87.344,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.344,0.3,115.8524811739718,198.7193640980349,94.35445824815221,273.25,1,1,0,24.1,36.1,54.1,False,1.6
ANT,87.129,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.129,0.35,116.80726800778716,199.611865816468,94.05862987929142,280.0,1,1,0,24.1,36.1,54.1,False,1.6
OCO,87.035,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.035,0.4,116.07661056297157,200.25588251654892,94.62727368310378,281.0,1,1,0,24.1,36.1,54.1,False,1.6
GAS,87.281,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.281,0.45,115.62178828365879,200.04445432318295,94.36682481847492,278.25,1,1,0,24.1,36.1,54.1,False,1.6
ALO,87.598,SOFT,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.598,0.5,114.74469305794608,195.04794928753319,95.32131225673207,271.0,1,1,0,24.1,36.1,54.1,False,1.6
BOR,87.538,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.538,0.55,115.7854110382092,195.35489472541784,94.69198800568152,278.25,1,1,0,24.1,36.1,54.1,False,1.6
BEA,87.321,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.321,0.6,114.94986908487131,200.31159581571333,94.65961978386055,274.75,1,1,0,24.1,36.1,54.1,False,1.6
ALB,87.78,MEDIUM,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.78,0.65,115.55127587867116,198.23788546255506,93.59157675809176,272.5,1,1,0,24.1,36.1,54.1,False,1.6
VER,86.828,HARD,2.0,4.0,1.0,1,Australian Grand Prix,1,1,-0.03,86.828,0.75,115.38461538461539,199.94445987225774,95.68614942987003,283.25,1,1,0,24.1,36.1,54.1,False,1.6
LEC,85.453,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,85.83250000000001,0.05,119.43863839952225,201.38733497426716,96.1641200983011,279.0,1,1,0,24.1,36.1,54.1,False,1.6
RUS,86.444,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,85.72550000000001,0.1,120.62321996984421,194.24809798737388,94.57258445857195,277.0,0,1,0,24.1,36.1,54.1,False,1.6
HAM,84.874,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,84.75,0.15,119.07518274732907,199.15910599690199,98.45480650895665,280.0,0,1,0,24.1,36.1,54.1,False,1.6
HAD,85.556,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,85.7715,0.2,119.6251744533794,193.5275776798194,97.66684753119914,275.75,1,1,0,24.1,36.1,54.1,False,1.6
LIN,85.497,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.3575,0.25,119.31987670279409,200.3784927084493,96.35974304068523,287.25,1,1,0,24.1,36.1,54.1,False,1.6
ANT,85.463,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.29599999999999,0.3,117.70090891257439,199.53441968739605,97.73313424731913,281.25,1,1,0,24.1,36.1,54.1,False,1.6
NOR,86.863,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,87.1035,0.35,117.87433286401887,197.23865877712035,94.56264775413712,278.75,1,1,0,24.1,36.1,54.1,False,1.6
OCO,86.567,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.80099999999999,0.4,116.63696743884661,200.24474357548112,95.42996500901285,281.0,1,1,0,24.1,36.1,54.1,False,1.6
GAS,86.371,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.826,0.45,117.59709927155131,202.04287798855088,94.88666315234582,283.0,1,1,0,24.1,36.1,54.1,False,1.6
BOR,86.324,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.931,0.5,117.85503830288746,198.6206896551724,95.6099115608318,280.0,1,1,0,24.1,36.1,54.1,False,1.6
BEA,86.384,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.85249999999999,0.55,116.85276551545054,201.94087619902393,95.36676468250813,278.25,1,1,0,24.1,36.1,54.1,False,1.6
ALB,87.512,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,87.646,0.65,114.76298256240237,197.43336623889434,94.96425650900842,282.25,1,1,0,24.1,36.1,54.1,False,1.6
VER,87.096,HARD,3.0,9.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.962,0.7,115.33655848524653,199.65614774554936,95.10725985416889,281.0,0,1,0,24.1,36.1,54.1,False,1.6
COL,86.935,HARD,3.0,9.0,1.0,1,Australian Grand Prix,1,1,-0.03,86.935,0.8,117.62015225275265,196.5065502183406,94.71690170490423,277.75,1,1,0,24.1,36.1,54.1,False,1.6
LAW,86.869,MEDIUM,3.0,9.0,1.0,1,Australian Grand Prix,1,1,-0.03,86.869,0.85,116.74287382041055,196.77507515714674,95.39709038874314,273.75,1,1,0,24.1,36.1,54.1,False,1.6
LEC,84.553,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,85.406,0.05,120.04001333777926,199.501246882793,98.58152144148092,276.75,1,1,0,24.1,36.1,54.1,False,1.6
RUS,84.789,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,85.41333333333334,0.1,120.20434739056397,202.22446916076848,97.19747286570549,281.0,1,1,0,24.1,36.1,54.1,False,1.6
HAM,85.066,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,84.85533333333333,0.15,118.68653567189767,199.76693857166637,98.05790864271512,282.0,0,1,0,24.1,36.1,54.1,False,1.6
HAD,85.342,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,85.62833333333333,0.2,120.17625851248498,191.47917663954047,98.4009840098401,274.5,1,1,0,24.1,36.1,54.1,False,1.6
LIN,86.072,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.26233333333334,0.25,119.49810794662417,200.66889632107024,94.72188601799716,285.0,0,1,0,24.1,36.1,54.1,False,1.6
ANT,85.411,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.00099999999999,0.3,120.52629816866987,202.30401798257935,95.37181762789095,292.25,1,1,0,24.1,36.1,54.1,False,1.6
NOR,85.857,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.68799999999999,0.35,119.24478304074196,197.87830484252183,96.066606180285,278.0,1,1,0,24.1,36.1,54.1,False,1.6
OCO,86.186,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.596,0.4,118.30041733758338,204.0584967690738,94.45595990869256,277.25,1,1,0,24.1,36.1,54.1,False,1.6
GAS,85.894,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.51533333333333,0.45,118.31596936931015,202.57723256991727,95.50084889643463,288.5,1,1,0,24.1,36.1,54.1,False,1.6
BOR,86.032,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.63133333333333,0.5,118.35875854813257,195.49280477871304,96.77159216150103,280.75,1,1,0,24.1,36.1,54.1,False,1.6
BEA,85.92,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.54166666666667,0.55,116.6483053593416,200.32274219575984,97.06905384636124,282.0,1,1,0,24.1,36.1,54.1,False,1.6
ALO,87.424,SOFT,4.0,16.0,1.0,1,Australian Grand Prix,2,4,-0.06,87.511,0.6,115.52161216827649,195.15368352577656,95.20283492886233,272.0,1,1,0,24.1,36.1,54.1,False,1.6
VER,86.571,HARD,4.0,16.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.83166666666666,0.65,117.85118014862343,200.80321285140562,94.49811003779926,282.0,1,1,0,24.1,36.1,54.1,False,1.6
SAI,87.216,SOFT,4.0,16.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.216,0.75,117.99023303071024,195.9503592423253,93.91386012052278,284.25,1,1,0,24.1,36.1,54.1,False,1.6
COL,86.812,HARD,4.0,16.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.8735,0.8,117.20657659124205,201.0948497374595,94.25317449928002,287.75,1,1,0,24.1,36.1,54.1,False,1.6
LAW,86.661,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,2,4,-0.06,86.765,0.85,117.45897092890469,200.0222246916324,94.7019519124533,280.25,1,1,0,24.1,36.1,54.1,False,1.6
PER,87.222,MEDIUM,4.0,16.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.222,0.9,116.780744152853,197.8565539983512,94.24083769633506,285.0,1,1,0,24.1,36.1,54.1,False,1.6
LEC,83.981,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,85.04975,0.05,121.86040213932705,199.91115059973347,98.81694161565702,280.75,1,1,0,24.2,35.1,54.2,False,2.2
RUS,84.017,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,85.06425,0.1,121.47388311513026,201.70327207530258,98.54104508252811,289.0,1,1,0,24.2,35.1,54.2,False,2.2
HAM,84.502,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,84.767,0.15,120.13214535989589,199.67829607854014,98.61392647783926,283.25,1,1,0,24.2,35.1,54.2,False,2.2
HAD,85.355,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,85.56,0.2,119.27638990126567,192.22554463904314,98.778982027713,274.5,0,1,0,24.2,35.1,54.2,False,2.2
ANT,84.499,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,85.6255,0.25,120.9636772957898,199.19216510817242,98.18628119459976,288.25,1,1,0,24.2,35.1,54.2,False,2.2
LIN,86.235,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.2555,0.3,116.25653943034294,200.90406830738323,96.3855421686747,281.0,0,1,0,24.2,35.1,54.2,False,2.2
NOR,85.573,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.40925,0.35,120.28065486134314,201.4775016789792,95.30112508272668,278.25,1,1,0,24.2,35.1,54.2,False,2.2
OCO,86.808,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.649,0.4,116.74665974834609,200.49008687903768,94.6969696969697,279.5,0,1,0,24.2,35.3,54.3,False,2.7
GAS,87.04,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.6465,0.45,116.1927508633767,204.00068000226668,93.72559229367354,286.25,0,1,0,24.2,35.3,54.3,False,2.7
BOR,86.327,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.55525,0.5,117.98636601992659,201.83897734918145,94.78922562468733,285.25,0,1,0,24.2,35.3,54.3,False,2.7
BEA,86.003,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.407,0.55,118.88250445809393,202.39500758981282,94.90167132387832,290.25,0,1,0,24.2,35.3,54.3,False,2.7
VER,84.879,HARD,5.0,25.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.3435,0.6,120.39328473011838,196.07843137254903,98.31499030504958,282.75,1,1,0,24.2,35.3,54.3,False,2.7
ALB,87.176,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,3,9,-0.09,87.48933333333333,0.65,118.47951291755801,196.9904240766074,93.46764980787206,287.0,1,1,0,24.2,35.3,54.3,False,2.7
SAI,87.511,SOFT,5.0,25.0,1.0,1,Australian Grand Prix,2,4,-0.06,87.36349999999999,0.75,118.34708570301456,199.3686658913441,92.22492634814911,286.25,0,1,0,24.2,35.3,54.3,False,2.7
COL,87.512,HARD,5.0,25.0,1.0,1,Australian Grand Prix,3,9,-0.09,87.08633333333334,0.8,117.27148348426608,200.71364852809992,92.59735583106126,286.75,0,1,0,24.2,35.3,54.3,False,2.7
LAW,87.142,MEDIUM,5.0,25.0,1.0,1,Australian Grand Prix,3,9,-0.09,86.89066666666668,0.85,116.99707507312317,200.2336058735191,93.76709295965411,284.0,0,1,0,24.2,35.3,54.3,False,2.7
BOT,87.738,HARD,5.0,25.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.738,0.95,115.9681731791386,196.51727714394892,93.80863039399625,281.5,1,1,0,24.2,35.3,54.3,False,2.7
LEC,84.822,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,85.0042,0.05,120.90680100755668,199.1701244813278,97.37098344693281,279.0,0,1,0,24.2,35.1,54.7,False,3.4
RUS,84.639,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,84.9792,0.1,122.04217235066784,203.28646450957143,96.1743962385125,291.5,0,1,0,24.2,35.1,54.7,False,3.4
HAM,84.703,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,84.7542,0.15,120.12012012012013,199.82238010657196,98.04722608056214,282.75,0,1,0,24.2,35.1,54.7,False,3.4
ANT,84.024,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,85.3052,0.2,121.8934109839507,201.5564638038184,98.28278140271371,283.0,1,1,0,24.2,35.1,54.7,False,3.4
HAD,85.879,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,85.6238,0.25,120.52629816866987,191.7852005753556,96.67284298719086,274.5,0,1,0,24.2,35.1,54.7,False,3.4
LIN,85.392,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.08279999999999,0.3,119.35548040580863,200.93770931011386,96.47853352629039,285.25,1,1,0,24.2,35.1,54.7,False,3.4
NOR,85.036,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.1346,0.35,119.90008326394671,201.91822311963656,96.82104243989026,283.75,1,1,0,24.2,35.1,54.7,False,3.4
OCO,85.569,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.433,0.4,117.24856696195936,200.49008687903768,97.53718605218239,282.0,1,1,0,24.2,35.1,54.7,False,3.4
GAS,85.989,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.51500000000001,0.45,117.27912431587178,202.24719101123594,96.0179233456912,283.0,0,1,0,24.2,35.1,54.7,False,3.4
BEA,85.969,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.3194,0.5,118.18778726198292,200.94892548144017,95.75996169601532,284.5,0,1,0,24.2,35.1,54.7,False,3.4
VER,84.968,HARD,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.0684,0.55,119.74852809100888,202.1790407727732,97.03765600150949,295.0,0,1,0,24.2,35.1,54.7,False,3.4
BOR,87.463,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.73679999999999,0.6,114.05759908753922,199.57866725801088,95.08214040462732,284.25,0,1,0,24.2,35.1,54.7,False,3.4
ALB,86.436,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,4,16,-0.12,87.226,0.65,118.62787095923814,194.1224049609059,95.88749200937568,284.25,1,1,0,24.2,35.1,54.7,False,3.4
SAI,86.872,SOFT,6.0,36.0,1.0,1,Australian Grand Prix,3,9,-0.09,87.19966666666666,0.7,116.93247149771008,197.79133014669523,95.02692429521699,283.75,1,1,0,24.2,35.1,54.7,False,3.4
COL,87.513,HARD,6.0,36.0,1.0,1,Australian Grand Prix,4,16,-0.12,87.193,0.75,116.1815013231782,200.07780803645863,93.42398920433904,280.0,0,1,0,24.2,35.1,54.7,False,3.4
PER,87.595,MEDIUM,6.0,36.0,1.0,1,Australian Grand Prix,2,4,-0.06,87.4085,0.9,115.46603374174097,196.8503937007874,94.41632353326864,279.75,0,1,0,24.2,35.1,54.7,False,3.4
BOT,87.804,HARD,6.0,36.0,1.0,1,Australian Grand Prix,2,4,-0.06,87.771,0.95,115.88977594643318,196.06775230107291,93.80129758461659,280.5,0,1,0,24.2,35.1,54.7,False,3.4
LEC,84.034,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,84.5686,0.05,121.24069646044524,199.88895058300943,99.08893231675428,281.75,0,1,0,24.3,35.8,54.6,False,2.0
RUS,84.099,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,84.7976,0.1,121.55181145963468,199.3465861897115,98.83864591055102,285.75,0,1,0,24.3,35.8,54.6,False,2.0
HAM,84.365,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,84.702,0.15,120.44967880085652,199.62293445713652,98.78440304036442,285.0,1,1,0,24.3,35.8,54.6,False,2.0
ANT,83.835,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,84.6464,0.2,121.88103057182518,199.4238865499668,99.32130441979804,281.75,1,1,0,24.3,35.8,54.6,False,2.0
HAD,85.445,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,85.5154,0.25,118.69436201780415,193.80888290713324,98.52216748768474,273.0,0,1,0,24.3,35.8,54.6,False,2.0
LIN,85.194,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,85.678,0.3,119.90008326394671,201.15103089903337,96.58725048293626,285.0,1,1,0,24.3,35.8,54.6,False,2.0
NOR,84.978,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,85.6614,0.35,119.73259719958759,202.6570592208962,96.91226747785825,287.75,1,1,0,24.3,35.8,54.6,False,2.0
OCO,85.087,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,86.04339999999999,0.4,118.9335623905646,201.01624881344577,97.53718605218239,282.25,1,1,0,24.3,35.8,54.6,False,2.0
GAS,85.079,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,86.0746,0.45,120.51015967596157,202.07690148751053,96.27985344066755,288.75,1,1,0,24.3,35.8,54.6,False,2.0
BEA,85.195,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,85.89419999999998,0.5,119.76446322232943,201.96353436185134,96.48629090616708,288.0,1,1,0,24.3,35.8,54.6,False,2.0
VER,85.384,HARD,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,85.7796,0.55,118.67479808801714,197.54170324846356,97.75967413441954,286.0,0,1,0,24.3,35.8,54.6,False,2.0
BOR,85.785,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,6,36,-0.18,86.3862,0.6,118.16838995568685,200.61298411813874,96.32107023411372,289.75,1,1,0,24.3,35.8,54.6,False,2.0
ALB,85.688,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.91839999999999,0.65,119.83622382743584,195.20659364494088,96.76118801236393,284.0,1,1,0,24.3,35.8,54.6,False,2.0
SAI,85.698,SOFT,7.0,49.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.82424999999999,0.7,119.91206448604359,196.20667102681494,96.44234890698671,284.5,1,1,0,24.3,35.8,54.6,False,2.0
COL,86.068,HARD,7.0,49.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.968,0.75,118.0482686253935,199.68937208786335,95.88749200937568,283.5,1,1,0,24.5,36.6,54.3,False,2.4
LAW,86.644,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,4,16,-0.12,86.82900000000001,0.8,116.21525648061466,199.56760352569432,95.67343467630488,276.75,1,1,0,24.5,36.6,54.3,False,2.4
PER,87.625,MEDIUM,7.0,49.0,1.0,1,Australian Grand Prix,3,9,-0.09,87.48066666666666,0.9,116.11779505209174,196.72131147540983,93.94081728511037,281.75,0,1,0,24.5,36.6,54.3,False,2.4
BOT,87.457,HARD,7.0,49.0,1.0,1,Australian Grand Prix,3,9,-0.09,87.66633333333334,0.95,116.96666450061734,197.3467821510799,93.65975492364129,281.75,1,1,0,24.5,36.6,54.3,False,2.4
LEC,85.563,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,84.5906,0.05,118.11798674453703,199.8112893378476,97.11880867594691,285.75,0,1,0,24.4,38.1,53.7,False,3.1
RUS,85.19,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,84.54679999999999,0.1,122.30338032953966,195.74792017834812,96.34942725618244,290.5,0,1,0,24.4,38.1,53.7,False,3.1
HAM,84.408,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,84.6088,0.15,120.85809245644073,198.97197811308243,98.5545335085414,286.25,0,1,0,24.4,38.1,53.7,False,3.1
ANT,83.683,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,84.2904,0.2,121.73266154938626,200.61298411813874,99.54375777685608,287.0,1,1,0,24.4,38.1,53.7,False,3.1
HAD,85.313,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,85.4668,0.25,119.9360341151386,191.06251990234583,98.75188588670966,273.25,1,1,0,24.4,38.1,53.7,False,3.1
LIN,85.26,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,85.6306,0.3,119.34756663572469,200.90406830738323,96.83406407187239,283.75,0,1,0,24.4,38.1,53.7,False,3.1
NOR,85.299,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,85.3486,0.35,119.24083336093538,200.33388981636062,96.93575313694868,285.5,0,1,0,24.4,38.1,53.7,False,3.1
OCO,85.029,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,85.73580000000001,0.4,118.86287846270677,201.06115610164758,97.72782799902272,284.5,1,1,0,24.4,38.1,53.7,False,3.1
GAS,84.964,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,85.7932,0.45,120.12412826587475,203.42430920495002,96.51992063917636,292.0,1,1,0,24.4,38.1,53.7,False,3.1
VER,84.707,HARD,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,85.3018,0.5,120.84592145015107,199.43493435266745,97.65095209678294,289.25,1,1,0,24.4,38.1,53.7,False,3.1
BEA,86.046,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,85.82660000000001,0.55,117.42065951270426,201.319762890057,95.98720170643914,288.5,0,1,0,24.4,38.1,53.7,False,3.1
BOR,85.47,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,7,49,-0.21,86.21539999999999,0.6,119.54572624028691,200.836820083682,96.1769656167348,288.25,1,1,0,24.4,38.1,53.7,False,3.1
ALB,85.558,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,6,36,-0.18,86.47400000000002,0.65,120.08405884118883,196.5280052407468,96.61576447223638,283.25,1,1,0,24.4,38.1,53.7,False,3.1
SAI,85.433,SOFT,8.0,64.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.546,0.7,119.79634621144056,197.49835418038182,96.89400872046077,287.0,1,1,0,24.4,38.1,53.7,False,3.1
COL,85.818,HARD,8.0,64.0,1.0,1,Australian Grand Prix,6,36,-0.18,86.7446,0.75,118.46001974333663,199.95556542990445,96.19495510902095,283.75,1,1,0,24.4,38.1,53.7,False,3.1
LAW,85.888,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,5,25,-0.15,86.6408,0.8,118.28486939379005,199.0930206835527,96.33137994701774,279.0,1,1,0,24.4,38.1,53.7,False,3.1
ALO,86.792,SOFT,8.0,64.0,1.0,1,Australian Grand Prix,3,9,-0.09,87.27133333333335,0.85,117.57789535567314,194.9317738791423,95.47552113721953,277.0,1,1,0,24.4,38.1,53.7,False,3.1
PER,87.184,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,4,16,-0.12,87.4065,0.9,116.33167452982615,197.87830484252183,94.62478643711394,284.0,1,1,0,24.4,38.1,53.7,False,3.1
BOT,87.364,HARD,8.0,64.0,1.0,1,Australian Grand Prix,4,16,-0.12,87.59075,0.95,116.16650532429816,199.6340043254034,93.89426462533581,284.75,1,1,0,24.4,38.1,53.7,False,3.1
STR,87.644,MEDIUM,8.0,64.0,1.0,1,Australian Grand Prix,1,1,-0.03,87.644,1.0,116.35047348178792,192.90536919944273,94.63473620567284,275.75,1,1,0,24.4,38.1,53.7,False,3.1
LEC,85.602,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,84.8004,0.05,116.91728102367574,197.29270565024387,98.45749917952085,281.5,0,1,0,24.4,37.6,53.1,False,2.4
RUS,85.978,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,84.7846,0.1,114.96822406029446,198.2051423223036,98.62473289134842,285.0,0,1,0,24.4,37.6,53.1,False,2.4
HAM,85.844,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,84.7644,0.15,116.18900077459332,197.08748494470603,98.3767830791933,282.0,0,1,0,24.4,37.6,53.1,False,2.4
ANT,83.908,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,83.9898,0.2,121.61751292186077,201.00502512562812,98.90925076242549,289.75,0,1,0,24.4,37.6,53.1,False,2.4
HAD,85.239,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.4462,0.25,120.53436903605986,191.54030327214684,98.42250594635975,274.0,1,1,0,24.4,37.6,53.1,False,2.4
LIN,85.337,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.4836,0.3,119.06336817039292,200.94892548144017,96.81062765556929,284.75,0,1,0,24.4,37.6,53.1,False,2.4
NOR,85.639,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.30499999999999,0.35,119.46241911398705,202.58863252673046,95.40467482906662,284.25,0,1,0,24.4,37.6,53.1,False,2.4
OCO,85.552,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.60900000000001,0.4,118.78051999472088,200.81441401238357,96.47077739368116,282.5,0,1,0,24.4,37.6,53.1,False,2.4
GAS,85.441,MEDIUM,9.0,81.0,1.0,1,Australian Grand Prix,8,64,-0.24,85.7026,0.45,119.79235990949022,203.95445017279476,95.39456250993695,293.75,0,1,0,24.4,37.6,53.1,False,2.4
